[950, 553]
[chapter-title, [163.0, 55.0, 234.0, 30.0], shoonya_5sH1P2C6Y2QN1K, 5776053]
[paragraph, [28.0, 90.0, 506.0, 18.0], shoonya_3sSIA7YRVFOA05, 5776053]
[paragraph, [28.0, 108.0, 506.0, 18.0], shoonya_3sSIA7YRVFOA05, 5776053]
[paragraph, [28.0, 126.0, 506.0, 18.0], shoonya_3sSIA7YRVFOA05, 5776053]
[paragraph, [27.0, 142.0, 508.0, 18.0], shoonya_2sTEDA0KA2GO6O, 5776053]
[paragraph, [27.0, 160.0, 508.0, 18.0], shoonya_2sTEDA0KA2GO6O, 5776053]
[paragraph, [27.0, 178.0, 508.0, 18.0], shoonya_2sTEDA0KA2GO6O, 5776053]
[paragraph, [27.0, 196.0, 508.0, 18.0], shoonya_2sTEDA0KA2GO6O, 5776053]
[paragraph, [27.0, 214.0, 508.0, 18.0], shoonya_2sTEDA0KA2GO6O, 5776053]
[paragraph, [27.0, 232.0, 508.0, 18.0], shoonya_2sTEDA0KA2GO6O, 5776053]
[paragraph, [29.0, 238.0, 505.0, 18.0], shoonya_8s66EXFB9RTLIN, 5776053]
[paragraph, [29.0, 256.0, 505.0, 18.0], shoonya_8s66EXFB9RTLIN, 5776053]
[paragraph, [29.0, 274.0, 505.0, 18.0], shoonya_8s66EXFB9RTLIN, 5776053]
[paragraph, [28.0, 301.0, 510.0, 18.0], mmeOP0gJmS, 5776053]
[paragraph, [28.0, 319.0, 510.0, 18.0], mmeOP0gJmS, 5776053]
[paragraph, [28.0, 337.0, 510.0, 18.0], mmeOP0gJmS, 5776053]
[paragraph, [17.0, 354.0, 516.0, 18.0], shoonya_0s4GXNNT4D0C9M, 5776053]
[paragraph, [17.0, 372.0, 516.0, 18.0], shoonya_0s4GXNNT4D0C9M, 5776053]
[paragraph, [30.0, 392.0, 505.0, 18.0], shoonya_4sVF7M944M344P, 5776053]
[paragraph, [30.0, 410.0, 505.0, 18.0], shoonya_4sVF7M944M344P, 5776053]
[paragraph, [30.0, 428.0, 505.0, 18.0], shoonya_4sVF7M944M344P, 5776053]
[paragraph, [31.0, 429.0, 502.0, 18.0], shoonya_1sMZ1PZAROUAAK, 5776053]
[paragraph, [31.0, 447.0, 502.0, 18.0], shoonya_1sMZ1PZAROUAAK, 5776053]
[paragraph, [31.0, 465.0, 502.0, 18.0], shoonya_1sMZ1PZAROUAAK, 5776053]
[paragraph, [31.0, 483.0, 502.0, 18.0], shoonya_1sMZ1PZAROUAAK, 5776053]
[paragraph, [31.0, 501.0, 502.0, 18.0], shoonya_1sMZ1PZAROUAAK, 5776053]
[paragraph, [31.0, 519.0, 502.0, 18.0], shoonya_1sMZ1PZAROUAAK, 5776053]
[paragraph, [31.0, 537.0, 502.0, 18.0], shoonya_1sMZ1PZAROUAAK, 5776053]
[paragraph, [31.0, 555.0, 502.0, 18.0], shoonya_1sMZ1PZAROUAAK, 5776053]
[paragraph, [31.0, 573.0, 502.0, 18.0], shoonya_1sMZ1PZAROUAAK, 5776053]
[paragraph, [31.0, 591.0, 502.0, 18.0], shoonya_1sMZ1PZAROUAAK, 5776053]
[paragraph, [31.0, 609.0, 502.0, 18.0], shoonya_1sMZ1PZAROUAAK, 5776053]
[paragraph, [106.0, 649.0, 381.0, 18.0], shoonya_7s37WBML24CRDH, 5776053]
[paragraph, [106.0, 667.0, 381.0, 18.0], shoonya_7s37WBML24CRDH, 5776053]
[paragraph, [106.0, 685.0, 381.0, 18.0], shoonya_7s37WBML24CRDH, 5776053]
[paragraph, [106.0, 703.0, 381.0, 18.0], shoonya_7s37WBML24CRDH, 5776053]
[paragraph, [106.0, 721.0, 381.0, 18.0], shoonya_7s37WBML24CRDH, 5776053]
[paragraph, [106.0, 739.0, 381.0, 18.0], shoonya_7s37WBML24CRDH, 5776053]
[paragraph, [106.0, 757.0, 381.0, 18.0], shoonya_7s37WBML24CRDH, 5776053]
[paragraph, [106.0, 775.0, 381.0, 18.0], shoonya_7s37WBML24CRDH, 5776053]
[paragraph, [106.0, 793.0, 381.0, 18.0], shoonya_7s37WBML24CRDH, 5776053]
[paragraph, [30.0, 815.0, 498.0, 18.0], shoonya_6sZ02BH056F4HH, 5776053]
[paragraph, [30.0, 833.0, 498.0, 18.0], shoonya_6sZ02BH056F4HH, 5776053]
[paragraph, [30.0, 851.0, 498.0, 18.0], shoonya_6sZ02BH056F4HH, 5776053]
[paragraph, [30.0, 869.0, 498.0, 18.0], shoonya_6sZ02BH056F4HH, 5776053]
[paragraph, [30.0, 887.0, 498.0, 18.0], shoonya_6sZ02BH056F4HH, 5776053]
