[792, 612]
[paragraph, [229.0, 4.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 22.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 40.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 58.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 76.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 94.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 112.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 130.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 148.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 166.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 184.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 202.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 220.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 238.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 256.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [229.0, 274.0, 102.0, 18.0], shoonya_0sKSHAYZAPDZ6N, 6515920]
[paragraph, [78.0, 7.0, 148.0, 18.0], shoonya_2sX2GU04GSHOQE, 6515920]
[paragraph, [78.0, 25.0, 148.0, 18.0], shoonya_2sX2GU04GSHOQE, 6515920]
[paragraph, [78.0, 43.0, 148.0, 18.0], shoonya_2sX2GU04GSHOQE, 6515920]
[paragraph, [78.0, 61.0, 148.0, 18.0], shoonya_2sX2GU04GSHOQE, 6515920]
[paragraph, [78.0, 79.0, 148.0, 18.0], shoonya_2sX2GU04GSHOQE, 6515920]
[paragraph, [78.0, 97.0, 148.0, 18.0], shoonya_2sX2GU04GSHOQE, 6515920]
[paragraph, [78.0, 115.0, 148.0, 18.0], shoonya_2sX2GU04GSHOQE, 6515920]
[paragraph, [78.0, 133.0, 148.0, 18.0], shoonya_2sX2GU04GSHOQE, 6515920]
[paragraph, [78.0, 151.0, 148.0, 18.0], shoonya_2sX2GU04GSHOQE, 6515920]
[paragraph, [76.0, 169.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [76.0, 187.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [76.0, 205.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [76.0, 223.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [76.0, 241.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [76.0, 259.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [76.0, 277.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [76.0, 295.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [76.0, 313.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [76.0, 331.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [76.0, 349.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [76.0, 367.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [76.0, 385.0, 150.0, 18.0], shoonya_5sOKVSNKDT4QX5, 6515920]
[paragraph, [386.0, 318.0, 152.0, 18.0], shoonya_15sKEC8NX29VNR, 6515920]
[paragraph, [386.0, 336.0, 152.0, 18.0], shoonya_15sKEC8NX29VNR, 6515920]
[paragraph, [386.0, 354.0, 152.0, 18.0], shoonya_15sKEC8NX29VNR, 6515920]
[paragraph, [386.0, 372.0, 152.0, 18.0], shoonya_15sKEC8NX29VNR, 6515920]
[paragraph, [386.0, 390.0, 152.0, 18.0], shoonya_15sKEC8NX29VNR, 6515920]
[paragraph, [386.0, 408.0, 152.0, 18.0], shoonya_15sKEC8NX29VNR, 6515920]
[paragraph, [386.0, 426.0, 152.0, 18.0], shoonya_15sKEC8NX29VNR, 6515920]
[paragraph, [230.0, 322.0, 152.0, 18.0], zWay6AjGPH, 6515920]
[paragraph, [231.0, 349.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 367.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 385.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 403.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 421.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 439.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 457.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 475.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 493.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 511.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 529.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 547.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 565.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 583.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [231.0, 601.0, 149.0, 18.0], WQcrQOBvAM, 6515920]
[paragraph, [76.0, 406.0, 151.0, 18.0], shoonya_14s7IO4AQKY5GQ, 6515920]
[paragraph, [76.0, 424.0, 151.0, 18.0], shoonya_14s7IO4AQKY5GQ, 6515920]
[paragraph, [76.0, 442.0, 151.0, 18.0], shoonya_14s7IO4AQKY5GQ, 6515920]
[paragraph, [76.0, 460.0, 151.0, 18.0], shoonya_14s7IO4AQKY5GQ, 6515920]
[paragraph, [76.0, 478.0, 151.0, 18.0], shoonya_14s7IO4AQKY5GQ, 6515920]
[paragraph, [76.0, 496.0, 151.0, 18.0], shoonya_14s7IO4AQKY5GQ, 6515920]
[paragraph, [76.0, 514.0, 151.0, 18.0], shoonya_14s7IO4AQKY5GQ, 6515920]
[paragraph, [76.0, 532.0, 151.0, 18.0], shoonya_14s7IO4AQKY5GQ, 6515920]
[paragraph, [76.0, 550.0, 151.0, 18.0], shoonya_14s7IO4AQKY5GQ, 6515920]
[paragraph, [76.0, 568.0, 151.0, 18.0], shoonya_14s7IO4AQKY5GQ, 6515920]
[paragraph, [386.0, 452.0, 148.0, 18.0], Sdt7q33-5g, 6515920]
[paragraph, [386.0, 470.0, 148.0, 18.0], Sdt7q33-5g, 6515920]
[paragraph, [386.0, 488.0, 148.0, 18.0], Sdt7q33-5g, 6515920]
[paragraph, [386.0, 506.0, 148.0, 18.0], Sdt7q33-5g, 6515920]
[paragraph, [386.0, 524.0, 148.0, 18.0], Sdt7q33-5g, 6515920]
[paragraph, [386.0, 542.0, 148.0, 18.0], Sdt7q33-5g, 6515920]
[paragraph, [386.0, 560.0, 148.0, 18.0], Sdt7q33-5g, 6515920]
[paragraph, [386.0, 578.0, 148.0, 18.0], Sdt7q33-5g, 6515920]
[paragraph, [386.0, 596.0, 148.0, 18.0], Sdt7q33-5g, 6515920]
[paragraph, [76.0, 596.0, 151.0, 18.0], shoonya_1sS6MTPCCYWK7Q, 6515920]
