[2339, 1656]
[section-title, [471.0, 176.0, 713.0, 52.5], WUUjbz9GsQ, 5689011]
[folio, [614.0, 325.0, 421.0, 36.0], 9VN3eGGl4r, 5689011]
[sidebar, [197.0, 487.0, 293.0, 36.0], shoonya_9sY5WHD5K9S6R9, 5689011]
[paragraph, [172.0, 610.0, 1263.0, 36.0], 0gRNFSmjpb, 5689011]
[paragraph, [172.0, 646.0, 1263.0, 36.0], 0gRNFSmjpb, 5689011]
[paragraph, [189.0, 831.0, 1279.0, 36.0], shoonya_6s4EWITP3HXO0G, 5689011]
[paragraph, [189.0, 867.0, 1279.0, 36.0], shoonya_6s4EWITP3HXO0G, 5689011]
[paragraph, [189.0, 903.0, 1279.0, 36.0], shoonya_6s4EWITP3HXO0G, 5689011]
[ordered-list, [162.0, 961.0, 1270.0, 36.0], sR0ErKRvTa, 5689011]
[ordered-list, [162.0, 997.0, 1270.0, 36.0], sR0ErKRvTa, 5689011]
[ordered-list, [162.0, 1033.0, 1270.0, 36.0], sR0ErKRvTa, 5689011]
[ordered-list, [162.0, 1069.0, 1270.0, 36.0], sR0ErKRvTa, 5689011]
[ordered-list, [162.0, 1105.0, 1270.0, 36.0], sR0ErKRvTa, 5689011]
[ordered-list, [162.0, 1141.0, 1270.0, 36.0], sR0ErKRvTa, 5689011]
[ordered-list, [162.0, 1177.0, 1270.0, 36.0], sR0ErKRvTa, 5689011]
[ordered-list, [162.0, 1213.0, 1270.0, 36.0], sR0ErKRvTa, 5689011]
[ordered-list, [162.0, 1249.0, 1270.0, 36.0], sR0ErKRvTa, 5689011]
[ordered-list, [162.0, 1285.0, 1270.0, 36.0], sR0ErKRvTa, 5689011]
[section-title, [186.0, 1420.0, 470.0, 52.5], shoonya_8s8YEK7OBEIQ3K, 5689011]
[ordered-list, [228.0, 1498.0, 1006.0, 36.0], shoonya_0sHO53RRN66DXY, 5689011]
[ordered-list, [228.0, 1534.0, 1006.0, 36.0], shoonya_0sHO53RRN66DXY, 5689011]
[ordered-list, [228.0, 1570.0, 1006.0, 36.0], shoonya_0sHO53RRN66DXY, 5689011]
[ordered-list, [228.0, 1606.0, 1006.0, 36.0], shoonya_0sHO53RRN66DXY, 5689011]
[ordered-list, [228.0, 1642.0, 1006.0, 36.0], shoonya_0sHO53RRN66DXY, 5689011]
[ordered-list, [228.0, 1678.0, 1006.0, 36.0], shoonya_0sHO53RRN66DXY, 5689011]
[ordered-list, [228.0, 1714.0, 1006.0, 36.0], shoonya_0sHO53RRN66DXY, 5689011]
[ordered-list, [228.0, 1750.0, 1006.0, 36.0], shoonya_0sHO53RRN66DXY, 5689011]
[ordered-list, [228.0, 1786.0, 1006.0, 36.0], shoonya_0sHO53RRN66DXY, 5689011]
[ordered-list, [228.0, 1822.0, 1006.0, 36.0], shoonya_0sHO53RRN66DXY, 5689011]
[ordered-list, [228.0, 1858.0, 1006.0, 36.0], shoonya_0sHO53RRN66DXY, 5689011]
[ordered-list, [228.0, 1894.0, 1006.0, 36.0], shoonya_0sHO53RRN66DXY, 5689011]
