[2640, 1760]
[paragraph, [0.0, 142.0, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 188.5, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 235.0, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 281.5, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 328.0, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 374.5, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 421.0, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 467.5, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 514.0, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 560.5, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 607.0, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 653.5, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 700.0, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 746.5, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 793.0, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 839.5, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [0.0, 886.0, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [547.0, 143.0, 529.0, 46.5], shoonya_4s4EIP7RV8BTE9, 5694059]
[paragraph, [547.0, 189.5, 529.0, 46.5], shoonya_4s4EIP7RV8BTE9, 5694059]
[paragraph, [547.0, 236.0, 529.0, 46.5], shoonya_4s4EIP7RV8BTE9, 5694059]
[paragraph, [547.0, 282.5, 529.0, 46.5], shoonya_4s4EIP7RV8BTE9, 5694059]
[paragraph, [547.0, 329.0, 529.0, 46.5], shoonya_4s4EIP7RV8BTE9, 5694059]
[paragraph, [547.0, 375.5, 529.0, 46.5], shoonya_4s4EIP7RV8BTE9, 5694059]
[paragraph, [547.0, 422.0, 529.0, 46.5], shoonya_4s4EIP7RV8BTE9, 5694059]
[paragraph, [1095.0, 190.0, 530.0, 46.5], shoonya_3sU0KMNDFF6XCM, 5694059]
[paragraph, [1095.0, 236.5, 530.0, 46.5], shoonya_3sU0KMNDFF6XCM, 5694059]
[paragraph, [1095.0, 283.0, 530.0, 46.5], shoonya_3sU0KMNDFF6XCM, 5694059]
[paragraph, [1095.0, 329.5, 530.0, 46.5], shoonya_3sU0KMNDFF6XCM, 5694059]
[paragraph, [1095.0, 376.0, 530.0, 46.5], shoonya_3sU0KMNDFF6XCM, 5694059]
[paragraph, [1095.0, 422.5, 530.0, 46.5], shoonya_3sU0KMNDFF6XCM, 5694059]
[paragraph, [1095.0, 469.0, 530.0, 46.5], shoonya_3sU0KMNDFF6XCM, 5694059]
[paragraph, [1095.0, 515.5, 530.0, 46.5], shoonya_3sU0KMNDFF6XCM, 5694059]
[paragraph, [1095.0, 562.0, 530.0, 46.5], shoonya_3sU0KMNDFF6XCM, 5694059]
[paragraph, [552.0, 479.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 525.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 572.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 618.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 665.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 711.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 758.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 804.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 851.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 897.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 944.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 990.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1037.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1083.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1130.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1176.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1223.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1269.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1316.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1362.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1409.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1455.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1502.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1548.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1595.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1641.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1688.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1734.5, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [552.0, 1781.0, 500.0, 46.5], shoonya_9sGJPPKA5S2YPS, 5694059]
[paragraph, [1080.0, 626.0, 533.0, 46.5], shoonya_2sDNJ9VOKIAT7Q, 5694059]
[paragraph, [1080.0, 672.5, 533.0, 46.5], shoonya_2sDNJ9VOKIAT7Q, 5694059]
[paragraph, [1080.0, 719.0, 533.0, 46.5], shoonya_2sDNJ9VOKIAT7Q, 5694059]
[paragraph, [1080.0, 765.5, 533.0, 46.5], shoonya_2sDNJ9VOKIAT7Q, 5694059]
[paragraph, [1080.0, 812.0, 533.0, 46.5], shoonya_2sDNJ9VOKIAT7Q, 5694059]
[paragraph, [1080.0, 858.5, 533.0, 46.5], shoonya_2sDNJ9VOKIAT7Q, 5694059]
[paragraph, [1080.0, 905.0, 533.0, 46.5], shoonya_2sDNJ9VOKIAT7Q, 5694059]
[paragraph, [1080.0, 951.5, 533.0, 46.5], shoonya_2sDNJ9VOKIAT7Q, 5694059]
[paragraph, [9.0, 961.0, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1007.5, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1054.0, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1100.5, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1147.0, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1193.5, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1240.0, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1286.5, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1333.0, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1379.5, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1426.0, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1472.5, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1519.0, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1565.5, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1612.0, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1658.5, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1705.0, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [9.0, 1751.5, 524.0, 46.5], shoonya_10sENZNBGCYNDA, 5694059]
[paragraph, [1093.0, 1010.0, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1056.5, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1103.0, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1149.5, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1196.0, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1242.5, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1289.0, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1335.5, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1382.0, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1428.5, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1475.0, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1521.5, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1568.0, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1614.5, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1661.0, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1707.5, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1754.0, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1093.0, 1800.5, 530.0, 46.5], shoonya_0sVKMLYW881YEP, 5694059]
[paragraph, [1.0, 1819.0, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1.0, 1865.5, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1.0, 1912.0, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1.0, 1958.5, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1.0, 2005.0, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1.0, 2051.5, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1.0, 2098.0, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1.0, 2144.5, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
