[1818, 1374]
[folio, [482.0, 114.0, 401.0, 36.0], dZtrQU5GEI, 5683136]
[paragraph, [698.0, 174.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [698.0, 210.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [698.0, 246.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [698.0, 282.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [698.0, 318.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [698.0, 354.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [698.0, 390.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [698.0, 426.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [698.0, 462.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [698.0, 498.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [698.0, 534.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [698.0, 570.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [698.0, 606.0, 566.0, 36.0], shoonya_0sL4OJFBVIJ9CX, 5683136]
[paragraph, [113.0, 179.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 215.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 251.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 287.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 323.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 359.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 395.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 431.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 467.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 503.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 539.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 575.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 611.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 647.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 683.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 719.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 755.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 791.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 827.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 863.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 899.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 935.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 971.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 1007.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 1043.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 1079.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 1115.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 1151.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 1187.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [113.0, 1223.0, 563.0, 36.0], shoonya_1sVDAVM4LO5PRE, 5683136]
[paragraph, [697.0, 651.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 687.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 723.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 759.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 795.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 831.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 867.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 903.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 939.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 975.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 1011.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 1047.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 1083.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 1119.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 1155.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 1191.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
[paragraph, [697.0, 1227.0, 564.0, 36.0], shoonya_2sX6LWWFURXD38, 5683136]
