[1398, 1050]
[section-title, [93.0, 131.0, 186.0, 30.0], WSU3BoDeK4, 6469233]
[paragraph, [102.0, 211.0, 838.0, 18.0], shoonya_0sE3KCQ0F6B9H0, 6469233]
[paragraph, [102.0, 229.0, 838.0, 18.0], shoonya_0sE3KCQ0F6B9H0, 6469233]
[paragraph, [102.0, 247.0, 838.0, 18.0], shoonya_0sE3KCQ0F6B9H0, 6469233]
[paragraph, [102.0, 265.0, 838.0, 18.0], shoonya_0sE3KCQ0F6B9H0, 6469233]
[paragraph, [102.0, 283.0, 838.0, 18.0], shoonya_0sE3KCQ0F6B9H0, 6469233]
[paragraph, [102.0, 301.0, 838.0, 18.0], shoonya_0sE3KCQ0F6B9H0, 6469233]
[paragraph, [102.0, 319.0, 838.0, 18.0], shoonya_0sE3KCQ0F6B9H0, 6469233]
[paragraph, [102.0, 337.0, 838.0, 18.0], shoonya_0sE3KCQ0F6B9H0, 6469233]
[paragraph, [102.0, 355.0, 838.0, 18.0], shoonya_0sE3KCQ0F6B9H0, 6469233]
[paragraph, [102.0, 373.0, 838.0, 18.0], shoonya_0sE3KCQ0F6B9H0, 6469233]
[paragraph, [102.0, 391.0, 838.0, 18.0], shoonya_0sE3KCQ0F6B9H0, 6469233]
[paragraph, [97.0, 434.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 452.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 470.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 488.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 506.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 524.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 542.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 560.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 578.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 596.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 614.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 632.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 650.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 668.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [97.0, 686.0, 854.0, 18.0], 4YUc55swxb, 6469233]
[paragraph, [95.0, 725.0, 843.0, 18.0], 1iD8tpvBKp, 6469233]
[paragraph, [95.0, 743.0, 843.0, 18.0], 1iD8tpvBKp, 6469233]
[paragraph, [95.0, 761.0, 843.0, 18.0], 1iD8tpvBKp, 6469233]
[paragraph, [95.0, 779.0, 843.0, 18.0], 1iD8tpvBKp, 6469233]
[paragraph, [95.0, 797.0, 843.0, 18.0], 1iD8tpvBKp, 6469233]
[paragraph, [95.0, 815.0, 843.0, 18.0], 1iD8tpvBKp, 6469233]
[paragraph, [95.0, 833.0, 843.0, 18.0], 1iD8tpvBKp, 6469233]
[paragraph, [95.0, 851.0, 843.0, 18.0], 1iD8tpvBKp, 6469233]
[paragraph, [95.0, 869.0, 843.0, 18.0], 1iD8tpvBKp, 6469233]
[paragraph, [95.0, 887.0, 843.0, 18.0], 1iD8tpvBKp, 6469233]
[paragraph, [93.0, 941.0, 857.0, 18.0], hN-UKlUUQy, 6469233]
[paragraph, [93.0, 959.0, 857.0, 18.0], hN-UKlUUQy, 6469233]
[paragraph, [93.0, 977.0, 857.0, 18.0], hN-UKlUUQy, 6469233]
[paragraph, [93.0, 995.0, 857.0, 18.0], hN-UKlUUQy, 6469233]
[paragraph, [93.0, 1013.0, 857.0, 18.0], hN-UKlUUQy, 6469233]
[paragraph, [93.0, 1031.0, 857.0, 18.0], hN-UKlUUQy, 6469233]
[paragraph, [93.0, 1049.0, 857.0, 18.0], hN-UKlUUQy, 6469233]
[paragraph, [93.0, 1067.0, 857.0, 18.0], hN-UKlUUQy, 6469233]
[paragraph, [93.0, 1085.0, 857.0, 18.0], hN-UKlUUQy, 6469233]
[paragraph, [93.0, 1103.0, 857.0, 18.0], hN-UKlUUQy, 6469233]
[author, [746.0, 1157.0, 202.0, 18.0], Pa3z0OFhFD, 6469233]
[author, [746.0, 1175.0, 202.0, 18.0], Pa3z0OFhFD, 6469233]
[author, [746.0, 1193.0, 202.0, 18.0], Pa3z0OFhFD, 6469233]
[contact-info, [716.0, 1235.0, 217.0, 18.0], CY5uXz7ftP, 6469233]
[contact-info, [716.0, 1253.0, 217.0, 18.0], CY5uXz7ftP, 6469233]
[contact-info, [716.0, 1271.0, 217.0, 18.0], CY5uXz7ftP, 6469233]
[contact-info, [716.0, 1289.0, 217.0, 18.0], CY5uXz7ftP, 6469233]
