[1320, 1176]
[folio, [923.0, 54.0, 173.0, 18.0], shoonya_2s1ENC68ZW6VG9, 5694594]
[folio, [923.0, 72.0, 173.0, 18.0], shoonya_2s1ENC68ZW6VG9, 5694594]
[folio, [923.0, 90.0, 173.0, 18.0], shoonya_2s1ENC68ZW6VG9, 5694594]
[folio, [923.0, 108.0, 173.0, 18.0], shoonya_2s1ENC68ZW6VG9, 5694594]
[folio, [923.0, 126.0, 173.0, 18.0], shoonya_2s1ENC68ZW6VG9, 5694594]
[paragraph, [78.0, 170.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 188.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 206.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 224.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 242.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 260.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 278.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 296.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 314.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 332.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 350.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 368.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 386.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 404.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 422.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 440.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [78.0, 458.0, 334.0, 18.0], _YsYrQn8yn, 5694594]
[paragraph, [422.0, 176.0, 342.0, 18.0], ZjNt1uL5nv, 5694594]
[paragraph, [422.0, 194.0, 342.0, 18.0], ZjNt1uL5nv, 5694594]
[paragraph, [422.0, 212.0, 342.0, 18.0], ZjNt1uL5nv, 5694594]
[paragraph, [422.0, 230.0, 342.0, 18.0], ZjNt1uL5nv, 5694594]
[paragraph, [422.0, 248.0, 342.0, 18.0], ZjNt1uL5nv, 5694594]
[paragraph, [422.0, 266.0, 342.0, 18.0], ZjNt1uL5nv, 5694594]
[paragraph, [422.0, 284.0, 342.0, 18.0], ZjNt1uL5nv, 5694594]
[paragraph, [422.0, 302.0, 342.0, 18.0], ZjNt1uL5nv, 5694594]
[paragraph, [422.0, 320.0, 342.0, 18.0], ZjNt1uL5nv, 5694594]
