[789, 571]
[folio, [243.0, 53.0, 114.0, 18.0], shoonya_2s0MXGNG80THHC, 5701731]
[paragraph, [67.0, 89.0, 461.0, 18.0], shoonya_1s3OP6IMQERJPZ, 5701731]
[paragraph, [67.0, 107.0, 461.0, 18.0], shoonya_1s3OP6IMQERJPZ, 5701731]
[paragraph, [67.0, 125.0, 461.0, 18.0], shoonya_1s3OP6IMQERJPZ, 5701731]
[paragraph, [67.0, 143.0, 461.0, 18.0], shoonya_1s3OP6IMQERJPZ, 5701731]
[paragraph, [67.0, 161.0, 461.0, 18.0], shoonya_1s3OP6IMQERJPZ, 5701731]
[paragraph, [67.0, 179.0, 461.0, 18.0], shoonya_1s3OP6IMQERJPZ, 5701731]
[paragraph, [65.0, 203.0, 465.0, 18.0], shoonya_9sLI15Z8086MKX, 5701731]
[paragraph, [65.0, 221.0, 465.0, 18.0], shoonya_9sLI15Z8086MKX, 5701731]
[paragraph, [65.0, 239.0, 465.0, 18.0], shoonya_9sLI15Z8086MKX, 5701731]
[paragraph, [65.0, 257.0, 465.0, 18.0], shoonya_9sLI15Z8086MKX, 5701731]
[paragraph, [65.0, 275.0, 465.0, 18.0], shoonya_9sLI15Z8086MKX, 5701731]
[paragraph, [65.0, 293.0, 465.0, 18.0], shoonya_9sLI15Z8086MKX, 5701731]
[paragraph, [65.0, 325.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 343.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 361.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 379.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 397.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 415.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 433.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 451.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 469.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 487.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 505.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 523.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 541.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [65.0, 559.0, 465.0, 18.0], shoonya_11sM7HGJIK4JDJ, 5701731]
[paragraph, [63.0, 589.0, 468.0, 18.0], shoonya_10sCT5F1CZE5PV, 5701731]
[paragraph, [63.0, 607.0, 468.0, 18.0], shoonya_10sCT5F1CZE5PV, 5701731]
[paragraph, [63.0, 625.0, 468.0, 18.0], shoonya_10sCT5F1CZE5PV, 5701731]
[paragraph, [63.0, 643.0, 468.0, 18.0], shoonya_10sCT5F1CZE5PV, 5701731]
[paragraph, [63.0, 661.0, 468.0, 18.0], shoonya_10sCT5F1CZE5PV, 5701731]
[footnote, [70.0, 689.0, 454.0, 18.0], L8XG7nBbNu, 5701731]
[footnote, [70.0, 707.0, 454.0, 18.0], L8XG7nBbNu, 5701731]
