[1806, 1262]
[folio, [525.0, 101.0, 568.0, 36.0], shoonya_0s93EPACCNCWIG, 5681612]
[paragraph, [653.0, 171.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 207.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 243.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 279.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 315.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 351.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 387.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 423.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 459.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 495.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 531.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 567.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 603.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 639.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 675.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 711.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 747.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 783.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 819.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 855.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 891.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 927.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 963.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 999.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1035.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1071.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1107.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1143.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1179.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1215.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1251.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1287.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1323.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1359.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1395.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1431.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1467.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1503.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1539.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [653.0, 1575.0, 518.0, 36.0], mhvJVDlty0, 5681612]
[paragraph, [86.0, 175.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 211.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 247.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 283.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 319.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 355.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 391.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 427.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 463.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 499.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 535.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 571.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 607.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [86.0, 643.0, 517.0, 36.0], shoonya_3sEMJ2XDELOQD7, 5681612]
[paragraph, [84.0, 689.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 725.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 761.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 797.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 833.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 869.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 905.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 941.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 977.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 1013.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 1049.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 1085.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 1121.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 1157.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 1193.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 1229.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 1265.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 1301.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [84.0, 1337.0, 519.0, 36.0], shoonya_4sES5W94F2OEI9, 5681612]
[paragraph, [96.0, 1411.0, 508.0, 36.0], CpJ30-DglS, 5681612]
[paragraph, [96.0, 1447.0, 508.0, 36.0], CpJ30-DglS, 5681612]
[paragraph, [96.0, 1483.0, 508.0, 36.0], CpJ30-DglS, 5681612]
[paragraph, [96.0, 1519.0, 508.0, 36.0], CpJ30-DglS, 5681612]
[paragraph, [96.0, 1555.0, 508.0, 36.0], CpJ30-DglS, 5681612]
[paragraph, [96.0, 1591.0, 508.0, 36.0], CpJ30-DglS, 5681612]
