[2339, 1654]
[folio, [134.0, 66.0, 725.0, 36.0], A2cBJnSCi6, 5750801]
[paragraph, [109.0, 105.0, 1471.0, 36.0], L--Rk1Cf5u, 5750801]
[paragraph, [109.0, 141.0, 1471.0, 36.0], L--Rk1Cf5u, 5750801]
[paragraph, [109.0, 177.0, 1471.0, 36.0], L--Rk1Cf5u, 5750801]
[paragraph, [109.0, 213.0, 1471.0, 36.0], L--Rk1Cf5u, 5750801]
[paragraph, [109.0, 249.0, 1471.0, 36.0], L--Rk1Cf5u, 5750801]
[paragraph, [109.0, 285.0, 1471.0, 36.0], L--Rk1Cf5u, 5750801]
[paragraph, [109.0, 310.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 346.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 382.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 418.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 454.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 490.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 526.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 562.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 598.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 634.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 670.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 706.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 742.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 778.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 814.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 850.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 886.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 922.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 958.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 994.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 1030.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 1066.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [109.0, 1102.0, 1479.0, 36.0], 3CRNHvk5y4, 5750801]
[paragraph, [142.0, 1131.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1167.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1203.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1239.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1275.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1311.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1347.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1383.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1419.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1455.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1491.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1527.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1563.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1599.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1635.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1671.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1707.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1743.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1779.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1815.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [142.0, 1851.0, 1456.0, 36.0], shoonya_0s42W2T58WXROO, 5750801]
[paragraph, [150.0, 1921.0, 1447.0, 36.0], shoonya_1s4KGGQLWYLCQV, 5750801]
[paragraph, [150.0, 1957.0, 1447.0, 36.0], shoonya_1s4KGGQLWYLCQV, 5750801]
[paragraph, [150.0, 1993.0, 1447.0, 36.0], shoonya_1s4KGGQLWYLCQV, 5750801]
[paragraph, [150.0, 2029.0, 1447.0, 36.0], shoonya_1s4KGGQLWYLCQV, 5750801]
[paragraph, [150.0, 2065.0, 1447.0, 36.0], shoonya_1s4KGGQLWYLCQV, 5750801]
[paragraph, [150.0, 2101.0, 1447.0, 36.0], shoonya_1s4KGGQLWYLCQV, 5750801]
[paragraph, [150.0, 2137.0, 1447.0, 36.0], shoonya_1s4KGGQLWYLCQV, 5750801]
[paragraph, [150.0, 2173.0, 1447.0, 36.0], shoonya_1s4KGGQLWYLCQV, 5750801]
[paragraph, [150.0, 2209.0, 1447.0, 36.0], shoonya_1s4KGGQLWYLCQV, 5750801]
