[1823, 1375]
[folio, [629.0, 107.0, 114.0, 36.0], shoonya_3s5LAFYMOST7YB, 5683525]
[folio, [991.0, 111.0, 281.0, 36.0], shoonya_6sL7ZF7D3CXA3F, 5683525]
[paragraph, [99.0, 178.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 214.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 250.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 286.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 322.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 358.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 394.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 430.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 466.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 502.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 538.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 574.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 610.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 646.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 682.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [99.0, 718.0, 580.0, 36.0], shoonya_0sKWLGZ89BL858, 5683525]
[paragraph, [695.0, 178.0, 576.0, 36.0], shoonya_2sBGCSO6OE6LYB, 5683525]
[paragraph, [695.0, 214.0, 576.0, 36.0], shoonya_2sBGCSO6OE6LYB, 5683525]
[paragraph, [695.0, 250.0, 576.0, 36.0], shoonya_2sBGCSO6OE6LYB, 5683525]
[paragraph, [695.0, 286.0, 576.0, 36.0], shoonya_2sBGCSO6OE6LYB, 5683525]
[paragraph, [695.0, 347.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 383.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 419.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 455.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 491.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 527.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 563.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 599.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 635.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 671.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 707.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 743.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 779.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 815.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 851.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 887.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 923.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 959.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 995.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1031.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1067.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1103.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1139.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1175.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1211.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1247.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1283.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1319.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1355.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1391.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1427.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1463.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1499.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1535.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1571.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1607.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1643.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [695.0, 1679.0, 583.0, 36.0], shoonya_4sWH5RIGDQXH6L, 5683525]
[paragraph, [99.0, 764.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 800.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 836.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 872.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 908.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 944.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 980.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1016.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1052.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1088.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1124.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1160.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1196.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1232.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1268.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1304.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1340.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1376.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1412.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1448.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1484.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1520.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1556.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1592.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
[paragraph, [99.0, 1628.0, 577.0, 36.0], shoonya_1sOBHWJ514890A, 5683525]
