[1220, 755]
[paragraph, [42.0, 66.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 84.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 102.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 120.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 138.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 156.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 174.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 192.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 210.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 228.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 246.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 264.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 282.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 300.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 318.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 336.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 354.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 372.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 390.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 408.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 426.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 444.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 462.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 480.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 498.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 516.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 534.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 552.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 570.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 588.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 606.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 624.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 642.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 660.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 678.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 696.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 714.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 732.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 750.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [42.0, 768.0, 641.0, 18.0], shoonya_0s9DWEOMMT084N, 6470176]
[paragraph, [48.0, 806.0, 630.0, 18.0], 7c3JqA1idm, 6470176]
[paragraph, [48.0, 824.0, 630.0, 18.0], 7c3JqA1idm, 6470176]
[paragraph, [48.0, 842.0, 630.0, 18.0], 7c3JqA1idm, 6470176]
[paragraph, [48.0, 860.0, 630.0, 18.0], 7c3JqA1idm, 6470176]
[paragraph, [48.0, 878.0, 630.0, 18.0], 7c3JqA1idm, 6470176]
[paragraph, [48.0, 896.0, 630.0, 18.0], 7c3JqA1idm, 6470176]
[paragraph, [48.0, 914.0, 630.0, 18.0], 7c3JqA1idm, 6470176]
[paragraph, [48.0, 932.0, 630.0, 18.0], 7c3JqA1idm, 6470176]
[paragraph, [48.0, 950.0, 630.0, 18.0], 7c3JqA1idm, 6470176]
[paragraph, [49.0, 988.0, 630.0, 18.0], EnwcP5ZJ_F, 6470176]
[paragraph, [49.0, 1006.0, 630.0, 18.0], EnwcP5ZJ_F, 6470176]
[paragraph, [49.0, 1024.0, 630.0, 18.0], EnwcP5ZJ_F, 6470176]
[paragraph, [49.0, 1042.0, 630.0, 18.0], EnwcP5ZJ_F, 6470176]
[paragraph, [49.0, 1060.0, 630.0, 18.0], EnwcP5ZJ_F, 6470176]
[paragraph, [49.0, 1078.0, 630.0, 18.0], EnwcP5ZJ_F, 6470176]
[paragraph, [80.0, 1115.0, 426.0, 18.0], zMOpI68E0B, 6470176]
[paragraph, [80.0, 1133.0, 426.0, 18.0], zMOpI68E0B, 6470176]
