[1320, 1176]
[folio, [78.0, 53.0, 189.0, 18.0], MJc8qt0rq_, 5694236]
[folio, [78.0, 71.0, 189.0, 18.0], MJc8qt0rq_, 5694236]
[folio, [78.0, 89.0, 189.0, 18.0], MJc8qt0rq_, 5694236]
[folio, [78.0, 107.0, 189.0, 18.0], MJc8qt0rq_, 5694236]
[folio, [78.0, 125.0, 189.0, 18.0], MJc8qt0rq_, 5694236]
[folio, [78.0, 143.0, 189.0, 18.0], MJc8qt0rq_, 5694236]
[paragraph, [424.0, 176.0, 330.0, 18.0], Dzp84fnoRU, 5694236]
[paragraph, [424.0, 194.0, 330.0, 18.0], Dzp84fnoRU, 5694236]
[paragraph, [424.0, 212.0, 330.0, 18.0], Dzp84fnoRU, 5694236]
[paragraph, [83.0, 180.0, 329.0, 18.0], shoonya_9sXFIRYX7D6AHU, 5694236]
[paragraph, [83.0, 198.0, 329.0, 18.0], shoonya_9sXFIRYX7D6AHU, 5694236]
[paragraph, [83.0, 216.0, 329.0, 18.0], shoonya_9sXFIRYX7D6AHU, 5694236]
[paragraph, [83.0, 234.0, 329.0, 18.0], shoonya_9sXFIRYX7D6AHU, 5694236]
[paragraph, [83.0, 252.0, 329.0, 18.0], shoonya_9sXFIRYX7D6AHU, 5694236]
[paragraph, [83.0, 270.0, 329.0, 18.0], shoonya_9sXFIRYX7D6AHU, 5694236]
[paragraph, [83.0, 288.0, 329.0, 18.0], shoonya_9sXFIRYX7D6AHU, 5694236]
[paragraph, [83.0, 306.0, 329.0, 18.0], shoonya_9sXFIRYX7D6AHU, 5694236]
[paragraph, [83.0, 324.0, 329.0, 18.0], shoonya_9sXFIRYX7D6AHU, 5694236]
[paragraph, [765.0, 182.0, 332.0, 18.0], _qJbGtdGtQ, 5694236]
[paragraph, [765.0, 200.0, 332.0, 18.0], _qJbGtdGtQ, 5694236]
[paragraph, [765.0, 218.0, 332.0, 18.0], _qJbGtdGtQ, 5694236]
[paragraph, [765.0, 236.0, 332.0, 18.0], _qJbGtdGtQ, 5694236]
[paragraph, [765.0, 254.0, 332.0, 18.0], _qJbGtdGtQ, 5694236]
[paragraph, [765.0, 272.0, 332.0, 18.0], _qJbGtdGtQ, 5694236]
[paragraph, [765.0, 290.0, 332.0, 18.0], _qJbGtdGtQ, 5694236]
[paragraph, [765.0, 308.0, 332.0, 18.0], _qJbGtdGtQ, 5694236]
[paragraph, [765.0, 326.0, 332.0, 18.0], _qJbGtdGtQ, 5694236]
[paragraph, [421.0, 240.0, 338.0, 18.0], M4xXfHvcgp, 5694236]
[paragraph, [421.0, 258.0, 338.0, 18.0], M4xXfHvcgp, 5694236]
[paragraph, [421.0, 276.0, 338.0, 18.0], M4xXfHvcgp, 5694236]
[paragraph, [421.0, 294.0, 338.0, 18.0], M4xXfHvcgp, 5694236]
[paragraph, [421.0, 312.0, 338.0, 18.0], M4xXfHvcgp, 5694236]
[paragraph, [421.0, 330.0, 338.0, 18.0], M4xXfHvcgp, 5694236]
[paragraph, [421.0, 348.0, 338.0, 18.0], M4xXfHvcgp, 5694236]
[paragraph, [81.0, 352.0, 330.0, 18.0], zwes1MdWon, 5694236]
[paragraph, [81.0, 370.0, 330.0, 18.0], zwes1MdWon, 5694236]
[paragraph, [81.0, 388.0, 330.0, 18.0], zwes1MdWon, 5694236]
[paragraph, [421.0, 382.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 400.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 418.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 436.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 454.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 472.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 490.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 508.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
