[842, 508]
[section-title, [70.0, 51.0, 378.0, 30.0], gDOy9_SM1F, 5756430]
[ordered-list, [49.0, 90.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 108.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 126.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 144.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 162.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 180.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 198.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 216.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 234.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 252.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 270.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 288.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 306.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 324.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 342.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 360.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 378.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 396.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 414.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 432.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 450.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 468.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 486.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 504.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 522.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 540.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 558.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 576.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 594.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 612.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 630.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 648.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 666.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 684.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 702.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[ordered-list, [49.0, 720.0, 412.0, 18.0], shoonya_0sPZYFEIME8IPW, 5756430]
[sub-ordered-list, [74.0, 647.0, 389.0, 18.0], rMVYFCSex1, 5756430]
[sub-ordered-list, [74.0, 665.0, 389.0, 18.0], rMVYFCSex1, 5756430]
[sub-ordered-list, [74.0, 683.0, 389.0, 18.0], rMVYFCSex1, 5756430]
[sub-ordered-list, [74.0, 701.0, 389.0, 18.0], rMVYFCSex1, 5756430]
[sub-ordered-list, [74.0, 719.0, 389.0, 18.0], rMVYFCSex1, 5756430]
