[2176, 1464]
[folio, [151.0, 113.0, 225.0, 36.0], YoNQypvsBM, 5654876]
[folio, [151.0, 149.0, 225.0, 36.0], YoNQypvsBM, 5654876]
[paragraph, [153.0, 233.0, 1193.0, 36.0], shoonya_2sPCBEKF8EUNAO, 5654876]
[paragraph, [153.0, 269.0, 1193.0, 36.0], shoonya_2sPCBEKF8EUNAO, 5654876]
[paragraph, [153.0, 305.0, 1193.0, 36.0], shoonya_2sPCBEKF8EUNAO, 5654876]
[paragraph, [153.0, 341.0, 1193.0, 36.0], shoonya_2sPCBEKF8EUNAO, 5654876]
[paragraph, [153.0, 377.0, 1193.0, 36.0], shoonya_2sPCBEKF8EUNAO, 5654876]
[paragraph, [153.0, 413.0, 1193.0, 36.0], shoonya_2sPCBEKF8EUNAO, 5654876]
[paragraph, [151.0, 487.0, 1198.0, 36.0], shoonya_4sGM40MQM5W6VS, 5654876]
[paragraph, [151.0, 523.0, 1198.0, 36.0], shoonya_4sGM40MQM5W6VS, 5654876]
[paragraph, [151.0, 559.0, 1198.0, 36.0], shoonya_4sGM40MQM5W6VS, 5654876]
[paragraph, [151.0, 595.0, 1198.0, 36.0], shoonya_4sGM40MQM5W6VS, 5654876]
[paragraph, [151.0, 631.0, 1198.0, 36.0], shoonya_4sGM40MQM5W6VS, 5654876]
[paragraph, [151.0, 667.0, 1198.0, 36.0], shoonya_4sGM40MQM5W6VS, 5654876]
[paragraph, [151.0, 703.0, 1198.0, 36.0], shoonya_4sGM40MQM5W6VS, 5654876]
[paragraph, [151.0, 739.0, 1198.0, 36.0], shoonya_4sGM40MQM5W6VS, 5654876]
[paragraph, [151.0, 775.0, 1198.0, 36.0], shoonya_4sGM40MQM5W6VS, 5654876]
[paragraph, [151.0, 811.0, 1198.0, 36.0], shoonya_4sGM40MQM5W6VS, 5654876]
[section-title, [162.0, 877.0, 795.0, 52.5], shoonya_6s5ZL77NQU87FS, 5654876]
[paragraph, [158.0, 975.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1011.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1047.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1083.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1119.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1155.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1191.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1227.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1263.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1299.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1335.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1371.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1407.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1443.0, 1199.0, 36.0], shoonya_0sML2EJLKPVW0O, 5654876]
[paragraph, [158.0, 1519.0, 1200.0, 36.0], shoonya_3sFQ8M2QELY2UK, 5654876]
[paragraph, [158.0, 1555.0, 1200.0, 36.0], shoonya_3sFQ8M2QELY2UK, 5654876]
[paragraph, [158.0, 1591.0, 1200.0, 36.0], shoonya_3sFQ8M2QELY2UK, 5654876]
[paragraph, [158.0, 1627.0, 1200.0, 36.0], shoonya_3sFQ8M2QELY2UK, 5654876]
[paragraph, [158.0, 1663.0, 1200.0, 36.0], shoonya_3sFQ8M2QELY2UK, 5654876]
[paragraph, [158.0, 1699.0, 1200.0, 36.0], shoonya_3sFQ8M2QELY2UK, 5654876]
[paragraph, [158.0, 1735.0, 1200.0, 36.0], shoonya_3sFQ8M2QELY2UK, 5654876]
[paragraph, [158.0, 1771.0, 1200.0, 36.0], shoonya_3sFQ8M2QELY2UK, 5654876]
[paragraph, [158.0, 1807.0, 1200.0, 36.0], shoonya_3sFQ8M2QELY2UK, 5654876]
[paragraph, [158.0, 1843.0, 1200.0, 36.0], shoonya_3sFQ8M2QELY2UK, 5654876]
[reference, [154.0, 1928.0, 646.0, 36.0], shoonya_1sB4KXKONJWR72, 5654876]
[reference, [154.0, 1964.0, 646.0, 36.0], shoonya_1sB4KXKONJWR72, 5654876]
[reference, [154.0, 2000.0, 646.0, 36.0], shoonya_1sB4KXKONJWR72, 5654876]
