[792, 612]
[section-title, [74.0, 3.0, 263.0, 30.0], shoonya_11s8H8FFFHF260, 6516015]
[section-title, [357.0, 3.0, 165.0, 30.0], shoonya_13sEACREIUYT72, 6516015]
[paragraph, [346.0, 52.0, 191.0, 18.0], shoonya_12sGVB7E7LLS33, 6516015]
[paragraph, [346.0, 70.0, 191.0, 18.0], shoonya_12sGVB7E7LLS33, 6516015]
[paragraph, [346.0, 88.0, 191.0, 18.0], shoonya_12sGVB7E7LLS33, 6516015]
[paragraph, [346.0, 106.0, 191.0, 18.0], shoonya_12sGVB7E7LLS33, 6516015]
[paragraph, [346.0, 124.0, 191.0, 18.0], shoonya_12sGVB7E7LLS33, 6516015]
[paragraph, [346.0, 142.0, 191.0, 18.0], shoonya_12sGVB7E7LLS33, 6516015]
[paragraph, [346.0, 160.0, 191.0, 18.0], shoonya_12sGVB7E7LLS33, 6516015]
[paragraph, [346.0, 178.0, 191.0, 18.0], shoonya_12sGVB7E7LLS33, 6516015]
[paragraph, [346.0, 196.0, 191.0, 18.0], shoonya_12sGVB7E7LLS33, 6516015]
[paragraph, [75.0, 59.0, 261.0, 18.0], shoonya_8s38GPGFR7VPYC, 6516015]
[paragraph, [75.0, 77.0, 261.0, 18.0], shoonya_8s38GPGFR7VPYC, 6516015]
[paragraph, [75.0, 95.0, 261.0, 18.0], shoonya_8s38GPGFR7VPYC, 6516015]
[paragraph, [74.0, 117.0, 262.0, 18.0], XWEVGd4vLi, 6516015]
[paragraph, [74.0, 135.0, 262.0, 18.0], XWEVGd4vLi, 6516015]
[paragraph, [74.0, 153.0, 262.0, 18.0], XWEVGd4vLi, 6516015]
[paragraph, [74.0, 171.0, 262.0, 18.0], XWEVGd4vLi, 6516015]
[headline, [87.0, 208.0, 249.0, 25.5], OUeoQ7S1M6, 6516015]
[headline, [87.0, 233.5, 249.0, 25.5], OUeoQ7S1M6, 6516015]
[headline, [87.0, 259.0, 249.0, 25.5], OUeoQ7S1M6, 6516015]
[paragraph, [344.0, 225.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 243.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 261.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 279.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 297.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 315.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 333.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 351.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 369.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 387.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 405.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 423.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 441.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 459.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [344.0, 477.0, 191.0, 18.0], T5WNn32Ayq, 6516015]
[paragraph, [76.0, 327.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 345.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 363.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 381.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 399.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 417.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 435.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 453.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 471.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 489.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 507.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 525.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 543.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 561.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 579.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 597.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [76.0, 615.0, 136.0, 18.0], shoonya_6sC1C9M1MSDSDO, 6516015]
[paragraph, [217.0, 332.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 350.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 368.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 386.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 404.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 422.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 440.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 458.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 476.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 494.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 512.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 530.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 548.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 566.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 584.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [217.0, 602.0, 121.0, 18.0], shoonya_1sLEXW6UWCLBPQ, 6516015]
[paragraph, [342.0, 502.0, 191.0, 18.0], D2CbZLEZnm, 6516015]
[paragraph, [342.0, 520.0, 191.0, 18.0], D2CbZLEZnm, 6516015]
[paragraph, [342.0, 538.0, 191.0, 18.0], D2CbZLEZnm, 6516015]
[paragraph, [342.0, 556.0, 191.0, 18.0], D2CbZLEZnm, 6516015]
[paragraph, [342.0, 574.0, 191.0, 18.0], D2CbZLEZnm, 6516015]
[paragraph, [342.0, 592.0, 191.0, 18.0], D2CbZLEZnm, 6516015]
[paragraph, [342.0, 610.0, 191.0, 18.0], D2CbZLEZnm, 6516015]
