[2339, 1654]
[folio, [109.0, 51.0, 744.0, 36.0], Yu7dQ1B-9T, 5751352]
[paragraph, [118.0, 103.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 139.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 175.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 211.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 247.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 283.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 319.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 355.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 391.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 427.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 463.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 499.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 535.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 571.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 607.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 643.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [118.0, 679.0, 1433.0, 36.0], shoonya_2sLYKRR5FGQOAQ, 5751352]
[paragraph, [253.0, 750.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 786.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 822.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 858.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 894.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 930.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 966.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 1002.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 1038.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 1074.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 1110.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
[paragraph, [253.0, 1146.0, 1162.0, 36.0], shoonya_3sG4PQ5ZK6ZON6, 5751352]
