[2339, 1654]
[paragraph, [169.0, 188.0, 1316.0, 36.0], bjn9-6i0R6, 5751410]
[paragraph, [169.0, 224.0, 1316.0, 36.0], bjn9-6i0R6, 5751410]
[paragraph, [169.0, 260.0, 1316.0, 36.0], bjn9-6i0R6, 5751410]
[paragraph, [169.0, 296.0, 1316.0, 36.0], bjn9-6i0R6, 5751410]
[paragraph, [169.0, 332.0, 1316.0, 36.0], bjn9-6i0R6, 5751410]
[paragraph, [169.0, 368.0, 1316.0, 36.0], bjn9-6i0R6, 5751410]
[paragraph, [169.0, 404.0, 1316.0, 36.0], bjn9-6i0R6, 5751410]
[paragraph, [287.0, 498.0, 472.0, 36.0], shoonya_0sP4E3R67H99CN, 5751410]
[paragraph, [287.0, 534.0, 472.0, 36.0], shoonya_0sP4E3R67H99CN, 5751410]
[paragraph, [171.0, 610.0, 1299.0, 36.0], shoonya_5sKY4QTKW138LG, 5751410]
[paragraph, [171.0, 646.0, 1299.0, 36.0], shoonya_5sKY4QTKW138LG, 5751410]
[paragraph, [171.0, 682.0, 1299.0, 36.0], shoonya_5sKY4QTKW138LG, 5751410]
[paragraph, [171.0, 718.0, 1299.0, 36.0], shoonya_5sKY4QTKW138LG, 5751410]
[paragraph, [171.0, 754.0, 1299.0, 36.0], shoonya_5sKY4QTKW138LG, 5751410]
[paragraph, [171.0, 790.0, 1299.0, 36.0], shoonya_5sKY4QTKW138LG, 5751410]
[paragraph, [171.0, 826.0, 1299.0, 36.0], shoonya_5sKY4QTKW138LG, 5751410]
[paragraph, [289.0, 915.0, 1156.0, 36.0], shoonya_1sUOGF2SVH46ZC, 5751410]
[paragraph, [289.0, 951.0, 1156.0, 36.0], shoonya_1sUOGF2SVH46ZC, 5751410]
[paragraph, [289.0, 987.0, 1156.0, 36.0], shoonya_1sUOGF2SVH46ZC, 5751410]
[paragraph, [289.0, 1023.0, 1156.0, 36.0], shoonya_1sUOGF2SVH46ZC, 5751410]
[paragraph, [289.0, 1059.0, 1156.0, 36.0], shoonya_1sUOGF2SVH46ZC, 5751410]
[paragraph, [289.0, 1095.0, 1156.0, 36.0], shoonya_1sUOGF2SVH46ZC, 5751410]
[paragraph, [289.0, 1131.0, 1156.0, 36.0], shoonya_1sUOGF2SVH46ZC, 5751410]
[paragraph, [289.0, 1167.0, 1156.0, 36.0], shoonya_1sUOGF2SVH46ZC, 5751410]
[paragraph, [289.0, 1203.0, 1156.0, 36.0], shoonya_1sUOGF2SVH46ZC, 5751410]
[paragraph, [184.0, 1267.0, 1290.0, 36.0], shoonya_3sBKTUS0D81G3Y, 5751410]
[paragraph, [184.0, 1303.0, 1290.0, 36.0], shoonya_3sBKTUS0D81G3Y, 5751410]
[paragraph, [184.0, 1339.0, 1290.0, 36.0], shoonya_3sBKTUS0D81G3Y, 5751410]
[paragraph, [184.0, 1375.0, 1290.0, 36.0], shoonya_3sBKTUS0D81G3Y, 5751410]
[paragraph, [184.0, 1411.0, 1290.0, 36.0], shoonya_3sBKTUS0D81G3Y, 5751410]
[paragraph, [184.0, 1447.0, 1290.0, 36.0], shoonya_3sBKTUS0D81G3Y, 5751410]
[paragraph, [184.0, 1483.0, 1290.0, 36.0], shoonya_3sBKTUS0D81G3Y, 5751410]
[paragraph, [184.0, 1519.0, 1290.0, 36.0], shoonya_3sBKTUS0D81G3Y, 5751410]
[paragraph, [184.0, 1555.0, 1290.0, 36.0], shoonya_3sBKTUS0D81G3Y, 5751410]
[paragraph, [184.0, 1591.0, 1290.0, 36.0], shoonya_3sBKTUS0D81G3Y, 5751410]
[paragraph, [184.0, 1627.0, 1290.0, 36.0], shoonya_3sBKTUS0D81G3Y, 5751410]
[paragraph, [184.0, 1663.0, 1290.0, 36.0], shoonya_3sBKTUS0D81G3Y, 5751410]
[paragraph, [292.0, 1760.0, 446.0, 36.0], shoonya_6sPX8WE7XN073N, 5751410]
[paragraph, [197.0, 1881.0, 1264.0, 36.0], shoonya_8sUKGGNWW8DU2T, 5751410]
[paragraph, [197.0, 1917.0, 1264.0, 36.0], shoonya_8sUKGGNWW8DU2T, 5751410]
[paragraph, [197.0, 1953.0, 1264.0, 36.0], shoonya_8sUKGGNWW8DU2T, 5751410]
[paragraph, [197.0, 1989.0, 1264.0, 36.0], shoonya_8sUKGGNWW8DU2T, 5751410]
[folio, [167.0, 2161.0, 299.0, 36.0], 0u4BldBLm0, 5751410]
[folio, [167.0, 2197.0, 299.0, 36.0], 0u4BldBLm0, 5751410]
