[1754, 1241]
[headline, [492.0, 235.0, 118.0, 37.5], shoonya_1s7KW686SKLHHG, 6472334]
[paragraph, [167.0, 358.0, 450.0, 36.0], shoonya_8sVDJ82KX31HMA, 6472334]
[paragraph, [167.0, 394.0, 450.0, 36.0], shoonya_8sVDJ82KX31HMA, 6472334]
[paragraph, [167.0, 430.0, 450.0, 36.0], shoonya_8sVDJ82KX31HMA, 6472334]
[paragraph, [167.0, 466.0, 450.0, 36.0], shoonya_8sVDJ82KX31HMA, 6472334]
[paragraph, [167.0, 502.0, 450.0, 36.0], shoonya_8sVDJ82KX31HMA, 6472334]
[paragraph, [167.0, 538.0, 450.0, 36.0], shoonya_8sVDJ82KX31HMA, 6472334]
[paragraph, [167.0, 574.0, 450.0, 36.0], shoonya_8sVDJ82KX31HMA, 6472334]
[paragraph, [623.0, 361.0, 292.0, 36.0], shoonya_11sZ4I4PVFMBFP, 6472334]
[paragraph, [623.0, 397.0, 292.0, 36.0], shoonya_11sZ4I4PVFMBFP, 6472334]
[paragraph, [656.0, 433.0, 266.0, 36.0], shoonya_13sN8MQ9BUEVLA, 6472334]
[paragraph, [627.0, 469.0, 441.0, 36.0], shoonya_14sCI1DLKZYI98, 6472334]
[paragraph, [627.0, 505.0, 441.0, 36.0], shoonya_14sCI1DLKZYI98, 6472334]
[paragraph, [627.0, 541.0, 441.0, 36.0], shoonya_14sCI1DLKZYI98, 6472334]
[paragraph, [627.0, 577.0, 441.0, 36.0], shoonya_14sCI1DLKZYI98, 6472334]
[paragraph, [627.0, 613.0, 441.0, 36.0], shoonya_14sCI1DLKZYI98, 6472334]
[paragraph, [627.0, 649.0, 441.0, 36.0], shoonya_14sCI1DLKZYI98, 6472334]
[paragraph, [172.0, 632.0, 444.0, 36.0], shoonya_2s205NZXCTRBS7, 6472334]
[paragraph, [170.0, 696.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 732.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 768.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 804.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 840.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 876.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 912.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 948.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 984.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 1020.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 1056.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 1092.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 1128.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [170.0, 1164.0, 164.0, 36.0], shoonya_4sUMSAFM20JOGA, 6472334]
[paragraph, [907.0, 700.0, 159.0, 36.0], wVoG5RTJR5, 6472334]
[paragraph, [909.0, 765.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [909.0, 801.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [909.0, 837.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [909.0, 873.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [909.0, 909.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [909.0, 945.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [909.0, 981.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [909.0, 1017.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [909.0, 1053.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [909.0, 1089.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [909.0, 1125.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [909.0, 1161.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [909.0, 1197.0, 159.0, 36.0], 1HqV6b2tsv, 6472334]
[paragraph, [625.0, 1228.0, 162.0, 36.0], ZNlfJ933Sk, 6472334]
[paragraph, [169.0, 1231.0, 442.0, 36.0], shoonya_5sU8MNEHUPZYZQ, 6472334]
[paragraph, [169.0, 1267.0, 442.0, 36.0], shoonya_5sU8MNEHUPZYZQ, 6472334]
