[1650, 1275]
[section-title, [141.0, 23.0, 236.0, 49.5], shoonya_0s75QSNRGPXH7E, 5774842]
[paragraph, [106.0, 116.0, 1031.0, 36.0], o85dCKl3Bp, 5774842]
[paragraph, [106.0, 152.0, 1031.0, 36.0], o85dCKl3Bp, 5774842]
[paragraph, [106.0, 188.0, 1031.0, 36.0], o85dCKl3Bp, 5774842]
[paragraph, [106.0, 224.0, 1031.0, 36.0], o85dCKl3Bp, 5774842]
[paragraph, [133.0, 310.0, 1002.0, 36.0], CKyNsEGRAY, 5774842]
[paragraph, [133.0, 346.0, 1002.0, 36.0], CKyNsEGRAY, 5774842]
[paragraph, [133.0, 382.0, 1002.0, 36.0], CKyNsEGRAY, 5774842]
[paragraph, [133.0, 418.0, 1002.0, 36.0], CKyNsEGRAY, 5774842]
[paragraph, [133.0, 468.0, 1000.0, 36.0], pttOym0d-y, 5774842]
[paragraph, [133.0, 504.0, 1000.0, 36.0], pttOym0d-y, 5774842]
[paragraph, [133.0, 540.0, 1000.0, 36.0], pttOym0d-y, 5774842]
[paragraph, [133.0, 576.0, 1000.0, 36.0], pttOym0d-y, 5774842]
[paragraph, [133.0, 612.0, 1000.0, 36.0], pttOym0d-y, 5774842]
[paragraph, [132.0, 675.0, 1002.0, 36.0], vPpkCFYYRq, 5774842]
[paragraph, [132.0, 711.0, 1002.0, 36.0], vPpkCFYYRq, 5774842]
[paragraph, [132.0, 747.0, 1002.0, 36.0], vPpkCFYYRq, 5774842]
[paragraph, [132.0, 783.0, 1002.0, 36.0], vPpkCFYYRq, 5774842]
[paragraph, [138.0, 833.0, 997.0, 36.0], Rkfqa5f5aQ, 5774842]
[paragraph, [138.0, 869.0, 997.0, 36.0], Rkfqa5f5aQ, 5774842]
[paragraph, [138.0, 905.0, 997.0, 36.0], Rkfqa5f5aQ, 5774842]
[paragraph, [138.0, 941.0, 997.0, 36.0], Rkfqa5f5aQ, 5774842]
[paragraph, [138.0, 1010.0, 997.0, 36.0], Sw-Usp_Ejr, 5774842]
[paragraph, [138.0, 1046.0, 997.0, 36.0], Sw-Usp_Ejr, 5774842]
[paragraph, [138.0, 1082.0, 997.0, 36.0], Sw-Usp_Ejr, 5774842]
[paragraph, [138.0, 1118.0, 997.0, 36.0], Sw-Usp_Ejr, 5774842]
[paragraph, [138.0, 1154.0, 997.0, 36.0], Sw-Usp_Ejr, 5774842]
[paragraph, [135.0, 1197.0, 994.0, 36.0], wJbl7iG8GV, 5774842]
[paragraph, [135.0, 1233.0, 994.0, 36.0], wJbl7iG8GV, 5774842]
[paragraph, [135.0, 1269.0, 994.0, 36.0], wJbl7iG8GV, 5774842]
[paragraph, [135.0, 1305.0, 994.0, 36.0], wJbl7iG8GV, 5774842]
[paragraph, [135.0, 1341.0, 994.0, 36.0], wJbl7iG8GV, 5774842]
[website-link, [283.0, 1560.0, 150.0, 18.0], OWsjXjG6VJ, 5774842]
[website-link, [283.0, 1578.0, 150.0, 18.0], OWsjXjG6VJ, 5774842]
[website-link, [283.0, 1596.0, 150.0, 18.0], OWsjXjG6VJ, 5774842]
[folio, [109.0, 1565.0, 325.0, 36.0], Vj1fRYTTbJ, 5774842]
