[792, 612]
[folio, [229.0, 58.0, 123.0, 18.0], sdbLhAMKcx, 6494445]
[paragraph, [182.0, 100.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 118.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 136.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 154.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 172.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 190.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 208.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 226.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 244.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 262.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 280.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 298.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 316.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 334.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 352.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 370.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 388.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 406.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 424.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 442.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [182.0, 460.0, 185.0, 18.0], Wb4PgCPl8L, 6494445]
[paragraph, [178.0, 496.0, 135.0, 18.0], 1EU_eUhgvx, 6494445]
[paragraph, [178.0, 514.0, 135.0, 18.0], 1EU_eUhgvx, 6494445]
[paragraph, [178.0, 532.0, 135.0, 18.0], 1EU_eUhgvx, 6494445]
[paragraph, [178.0, 550.0, 135.0, 18.0], 1EU_eUhgvx, 6494445]
[paragraph, [178.0, 568.0, 135.0, 18.0], 1EU_eUhgvx, 6494445]
[paragraph, [178.0, 586.0, 135.0, 18.0], 1EU_eUhgvx, 6494445]
[paragraph, [178.0, 604.0, 135.0, 18.0], 1EU_eUhgvx, 6494445]
[paragraph, [178.0, 622.0, 135.0, 18.0], 1EU_eUhgvx, 6494445]
[paragraph, [178.0, 640.0, 135.0, 18.0], 1EU_eUhgvx, 6494445]
[paragraph, [178.0, 658.0, 135.0, 18.0], 1EU_eUhgvx, 6494445]
[paragraph, [178.0, 676.0, 135.0, 18.0], 1EU_eUhgvx, 6494445]
[paragraph, [178.0, 694.0, 135.0, 18.0], 1EU_eUhgvx, 6494445]
