[2339, 1654]
[folio, [150.0, 23.0, 305.0, 36.0], shoonya_1s212MA15DYX8G, 5750734]
[paragraph, [126.0, 70.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 106.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 142.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 178.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 214.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 250.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 286.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 322.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 358.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 394.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 430.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 466.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 502.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 538.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 574.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 610.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 646.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [126.0, 682.0, 1494.0, 36.0], sG7r_6UZHU, 5750734]
[paragraph, [143.0, 714.0, 1465.0, 36.0], tWf0RlBCCe, 5750734]
[paragraph, [143.0, 750.0, 1465.0, 36.0], tWf0RlBCCe, 5750734]
[paragraph, [143.0, 786.0, 1465.0, 36.0], tWf0RlBCCe, 5750734]
[paragraph, [143.0, 822.0, 1465.0, 36.0], tWf0RlBCCe, 5750734]
[paragraph, [143.0, 858.0, 1465.0, 36.0], tWf0RlBCCe, 5750734]
[paragraph, [143.0, 894.0, 1465.0, 36.0], tWf0RlBCCe, 5750734]
[paragraph, [279.0, 909.0, 1187.0, 36.0], TMRyzsf8rL, 5750734]
[paragraph, [279.0, 945.0, 1187.0, 36.0], TMRyzsf8rL, 5750734]
[paragraph, [279.0, 981.0, 1187.0, 36.0], TMRyzsf8rL, 5750734]
[paragraph, [279.0, 1017.0, 1187.0, 36.0], TMRyzsf8rL, 5750734]
[reference, [1028.0, 1066.0, 422.0, 36.0], shoonya_3sKCV4C8H6R5E9, 5750734]
[paragraph, [116.0, 1122.0, 1504.0, 36.0], nPpEY2shG7, 5750734]
[paragraph, [116.0, 1158.0, 1504.0, 36.0], nPpEY2shG7, 5750734]
[paragraph, [116.0, 1194.0, 1504.0, 36.0], nPpEY2shG7, 5750734]
[paragraph, [116.0, 1230.0, 1504.0, 36.0], nPpEY2shG7, 5750734]
[paragraph, [116.0, 1266.0, 1504.0, 36.0], nPpEY2shG7, 5750734]
[paragraph, [116.0, 1302.0, 1504.0, 36.0], nPpEY2shG7, 5750734]
[paragraph, [116.0, 1338.0, 1504.0, 36.0], nPpEY2shG7, 5750734]
[paragraph, [126.0, 1383.0, 1502.0, 36.0], lhQ9AD8AXf, 5750734]
[paragraph, [126.0, 1419.0, 1502.0, 36.0], lhQ9AD8AXf, 5750734]
[paragraph, [126.0, 1455.0, 1502.0, 36.0], lhQ9AD8AXf, 5750734]
[paragraph, [126.0, 1491.0, 1502.0, 36.0], lhQ9AD8AXf, 5750734]
[paragraph, [303.0, 1525.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1561.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1597.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1633.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1669.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1705.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1741.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1777.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1813.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1849.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1885.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1921.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1957.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 1993.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 2029.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[paragraph, [303.0, 2065.0, 1165.0, 36.0], shoonya_0s1XZHBVT520HX, 5750734]
[reference, [1033.0, 2116.0, 429.0, 36.0], shoonya_2sXCM1DGAGZU72, 5750734]
