[2339, 1653]
[paragraph, [323.0, 164.0, 1136.0, 36.0], shoonya_1sOD3ISMQWVPWB, 5734356]
[paragraph, [323.0, 200.0, 1136.0, 36.0], shoonya_1sOD3ISMQWVPWB, 5734356]
[paragraph, [323.0, 236.0, 1136.0, 36.0], shoonya_1sOD3ISMQWVPWB, 5734356]
[paragraph, [323.0, 272.0, 1136.0, 36.0], shoonya_1sOD3ISMQWVPWB, 5734356]
[paragraph, [323.0, 308.0, 1136.0, 36.0], shoonya_1sOD3ISMQWVPWB, 5734356]
[paragraph, [323.0, 344.0, 1136.0, 36.0], shoonya_1sOD3ISMQWVPWB, 5734356]
[paragraph, [323.0, 380.0, 1136.0, 36.0], shoonya_1sOD3ISMQWVPWB, 5734356]
[paragraph, [323.0, 416.0, 1136.0, 36.0], shoonya_1sOD3ISMQWVPWB, 5734356]
[paragraph, [323.0, 452.0, 1136.0, 36.0], shoonya_1sOD3ISMQWVPWB, 5734356]
[paragraph, [326.0, 506.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 542.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 578.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 614.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 650.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 686.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 722.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 758.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 794.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 830.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 866.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 902.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 938.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 974.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 1010.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 1046.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 1082.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 1118.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 1154.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 1190.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 1226.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 1262.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 1298.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 1334.0, 1149.0, 36.0], shoonya_0sM5EVZCV2I4N3, 5734356]
[paragraph, [326.0, 1385.0, 1135.0, 36.0], shoonya_2sR3BWRA2H46JE, 5734356]
[paragraph, [326.0, 1421.0, 1135.0, 36.0], shoonya_2sR3BWRA2H46JE, 5734356]
[paragraph, [326.0, 1457.0, 1135.0, 36.0], shoonya_2sR3BWRA2H46JE, 5734356]
[paragraph, [326.0, 1493.0, 1135.0, 36.0], shoonya_2sR3BWRA2H46JE, 5734356]
[paragraph, [326.0, 1529.0, 1135.0, 36.0], shoonya_2sR3BWRA2H46JE, 5734356]
[paragraph, [326.0, 1565.0, 1135.0, 36.0], shoonya_2sR3BWRA2H46JE, 5734356]
[paragraph, [326.0, 1601.0, 1135.0, 36.0], shoonya_2sR3BWRA2H46JE, 5734356]
[paragraph, [326.0, 1637.0, 1135.0, 36.0], shoonya_2sR3BWRA2H46JE, 5734356]
[paragraph, [326.0, 1673.0, 1135.0, 36.0], shoonya_2sR3BWRA2H46JE, 5734356]
[paragraph, [326.0, 1709.0, 1135.0, 36.0], shoonya_2sR3BWRA2H46JE, 5734356]
[paragraph, [326.0, 1745.0, 1135.0, 36.0], shoonya_2sR3BWRA2H46JE, 5734356]
[paragraph, [326.0, 1781.0, 1135.0, 36.0], shoonya_2sR3BWRA2H46JE, 5734356]
[paragraph, [325.0, 1834.0, 1138.0, 36.0], shoonya_3sOK1FYE5KZG69, 5734356]
[paragraph, [325.0, 1870.0, 1138.0, 36.0], shoonya_3sOK1FYE5KZG69, 5734356]
[paragraph, [325.0, 1906.0, 1138.0, 36.0], shoonya_3sOK1FYE5KZG69, 5734356]
[paragraph, [325.0, 1942.0, 1138.0, 36.0], shoonya_3sOK1FYE5KZG69, 5734356]
[paragraph, [325.0, 1978.0, 1138.0, 36.0], shoonya_3sOK1FYE5KZG69, 5734356]
[paragraph, [325.0, 2014.0, 1138.0, 36.0], shoonya_3sOK1FYE5KZG69, 5734356]
[paragraph, [325.0, 2050.0, 1138.0, 36.0], shoonya_3sOK1FYE5KZG69, 5734356]
[folio, [1118.0, 2159.0, 286.0, 36.0], nQabg6QenT, 5734356]
