[1267, 909]
[chapter-title, [397.0, 63.0, 239.0, 30.0], shoonya_4sDDM7IMRWGART, 5776450]
[paragraph, [203.0, 103.0, 633.0, 18.0], shoonya_2s2EIBJTJ1P11V, 5776450]
[paragraph, [203.0, 121.0, 633.0, 18.0], shoonya_2s2EIBJTJ1P11V, 5776450]
[paragraph, [203.0, 139.0, 633.0, 18.0], shoonya_2s2EIBJTJ1P11V, 5776450]
[paragraph, [203.0, 157.0, 633.0, 18.0], shoonya_2s2EIBJTJ1P11V, 5776450]
[paragraph, [203.0, 175.0, 633.0, 18.0], shoonya_2s2EIBJTJ1P11V, 5776450]
[paragraph, [203.0, 193.0, 633.0, 18.0], shoonya_2s2EIBJTJ1P11V, 5776450]
[paragraph, [203.0, 211.0, 633.0, 18.0], shoonya_2s2EIBJTJ1P11V, 5776450]
[paragraph, [203.0, 229.0, 633.0, 18.0], shoonya_2s2EIBJTJ1P11V, 5776450]
[paragraph, [203.0, 247.0, 633.0, 18.0], shoonya_2s2EIBJTJ1P11V, 5776450]
[paragraph, [203.0, 265.0, 633.0, 18.0], shoonya_2s2EIBJTJ1P11V, 5776450]
[paragraph, [203.0, 283.0, 633.0, 18.0], shoonya_2s2EIBJTJ1P11V, 5776450]
[paragraph, [206.0, 307.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 325.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 343.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 361.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 379.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 397.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 415.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 433.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 451.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 469.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 487.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 505.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 523.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 541.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 559.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 577.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 595.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 613.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 631.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 649.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 667.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [206.0, 685.0, 629.0, 18.0], shoonya_0sDF2R42SSDFQN, 5776450]
[paragraph, [208.0, 709.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 727.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 745.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 763.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 781.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 799.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 817.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 835.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
[paragraph, [208.0, 853.0, 629.0, 18.0], shoonya_1s0471PG5G220D, 5776450]
