[842, 595]
[ordered-list, [28.0, 65.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 83.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 101.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 119.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 137.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 155.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 173.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 191.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 209.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 227.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 245.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 263.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 281.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 299.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 317.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 335.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 353.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 371.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 389.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 407.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 425.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 443.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 461.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 479.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 497.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 515.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 533.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 551.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 569.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 587.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 605.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 623.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 641.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 659.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 677.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 695.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
[ordered-list, [28.0, 713.0, 546.0, 18.0], shoonya_1sTNKYJCNB6UG0, 5707266]
