[1468, 909]
[headline, [76.0, 80.0, 547.0, 25.5], lIY-ZKtCQP, 5770672]
[headline, [76.0, 105.5, 547.0, 25.5], lIY-ZKtCQP, 5770672]
[headline, [76.0, 131.0, 547.0, 25.5], lIY-ZKtCQP, 5770672]
[headline, [76.0, 156.5, 547.0, 25.5], lIY-ZKtCQP, 5770672]
[headline, [76.0, 182.0, 547.0, 25.5], lIY-ZKtCQP, 5770672]
[folio, [559.0, 194.0, 179.0, 18.0], 0F4Ffh5Rxb, 5770672]
[folio, [559.0, 212.0, 179.0, 18.0], 0F4Ffh5Rxb, 5770672]
[folio, [559.0, 230.0, 179.0, 18.0], 0F4Ffh5Rxb, 5770672]
[folio, [559.0, 248.0, 179.0, 18.0], 0F4Ffh5Rxb, 5770672]
[author, [359.0, 212.0, 178.0, 18.0], xC1X4w61Tp, 5770672]
[author, [359.0, 230.0, 178.0, 18.0], xC1X4w61Tp, 5770672]
[author, [359.0, 248.0, 178.0, 18.0], xC1X4w61Tp, 5770672]
[paragraph, [83.0, 284.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 302.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 320.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 338.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 356.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 374.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 392.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 410.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 428.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 446.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 464.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 482.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 500.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 518.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 536.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 554.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 572.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 590.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 608.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 626.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 644.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 662.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 680.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 698.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 716.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 734.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 752.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 770.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 788.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 806.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 824.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 842.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 860.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 878.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 896.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 914.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 932.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 950.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 968.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 986.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1004.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1022.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1040.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1058.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1076.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1094.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1112.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1130.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1148.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1166.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1184.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1202.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1220.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1238.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1256.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
[paragraph, [83.0, 1274.0, 357.0, 18.0], shoonya_0sJSLGCRM346PF, 5770672]
