[2067, 1567]
[folio, [187.0, 195.0, 293.0, 36.0], PT-VxuGGtY, 5735806]
[folio, [1248.0, 195.0, 123.0, 36.0], InvG1Npmi_, 5735806]
[paragraph, [196.0, 251.0, 578.0, 36.0], shoonya_6sBOM1YIP4A3G3, 5735806]
[paragraph, [196.0, 287.0, 578.0, 36.0], shoonya_6sBOM1YIP4A3G3, 5735806]
[paragraph, [196.0, 323.0, 578.0, 36.0], shoonya_6sBOM1YIP4A3G3, 5735806]
[paragraph, [789.0, 252.0, 582.0, 36.0], shoonya_3s8TM9POT3O523, 5735806]
[paragraph, [789.0, 288.0, 582.0, 36.0], shoonya_3s8TM9POT3O523, 5735806]
[paragraph, [789.0, 324.0, 582.0, 36.0], shoonya_3s8TM9POT3O523, 5735806]
[paragraph, [786.0, 389.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 425.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 461.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 497.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 533.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 569.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 605.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 641.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 677.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 713.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 749.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 785.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 821.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 857.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 893.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 929.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 965.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 1001.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 1037.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 1073.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 1109.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 1145.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 1181.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [786.0, 1217.0, 590.0, 36.0], hFf3o8gQQ4, 5735806]
[paragraph, [192.0, 390.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 426.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 462.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 498.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 534.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 570.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 606.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 642.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 678.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 714.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 750.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 786.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 822.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 858.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 894.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 930.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 966.0, 579.0, 36.0], shoonya_1sD7L7TNYVODD8, 5735806]
[paragraph, [192.0, 1007.0, 578.0, 36.0], shoonya_0sOF2GUB3E1I64, 5735806]
[paragraph, [192.0, 1043.0, 578.0, 36.0], shoonya_0sOF2GUB3E1I64, 5735806]
[paragraph, [192.0, 1079.0, 578.0, 36.0], shoonya_0sOF2GUB3E1I64, 5735806]
[paragraph, [192.0, 1115.0, 578.0, 36.0], shoonya_0sOF2GUB3E1I64, 5735806]
[paragraph, [192.0, 1151.0, 578.0, 36.0], shoonya_0sOF2GUB3E1I64, 5735806]
[paragraph, [192.0, 1187.0, 578.0, 36.0], shoonya_0sOF2GUB3E1I64, 5735806]
[paragraph, [192.0, 1223.0, 578.0, 36.0], shoonya_0sOF2GUB3E1I64, 5735806]
[paragraph, [192.0, 1259.0, 578.0, 36.0], shoonya_0sOF2GUB3E1I64, 5735806]
[paragraph, [192.0, 1295.0, 578.0, 36.0], shoonya_0sOF2GUB3E1I64, 5735806]
[sidebar, [19.0, 1076.0, 140.0, 36.0], NLwdRbj4eh, 5735806]
[paragraph, [792.0, 1278.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1314.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1350.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1386.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1422.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1458.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1494.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1530.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1566.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1602.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1638.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1674.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1710.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [792.0, 1746.0, 580.0, 36.0], shoonya_4sKSQH5IKIEOML, 5735806]
[paragraph, [192.0, 1359.0, 583.0, 36.0], shoonya_2s21P7FL0C2S8U, 5735806]
[paragraph, [192.0, 1395.0, 583.0, 36.0], shoonya_2s21P7FL0C2S8U, 5735806]
[paragraph, [192.0, 1431.0, 583.0, 36.0], shoonya_2s21P7FL0C2S8U, 5735806]
[paragraph, [192.0, 1467.0, 583.0, 36.0], shoonya_2s21P7FL0C2S8U, 5735806]
[paragraph, [192.0, 1503.0, 583.0, 36.0], shoonya_2s21P7FL0C2S8U, 5735806]
[paragraph, [192.0, 1539.0, 583.0, 36.0], shoonya_2s21P7FL0C2S8U, 5735806]
[paragraph, [192.0, 1575.0, 583.0, 36.0], shoonya_2s21P7FL0C2S8U, 5735806]
[paragraph, [192.0, 1611.0, 583.0, 36.0], shoonya_2s21P7FL0C2S8U, 5735806]
[paragraph, [192.0, 1647.0, 583.0, 36.0], shoonya_2s21P7FL0C2S8U, 5735806]
[paragraph, [192.0, 1683.0, 583.0, 36.0], shoonya_2s21P7FL0C2S8U, 5735806]
