[792, 612]
[sub-section-title, [223.0, 360.0, 148.0, 25.5], fER7bfZ8bf, 6516806]
[paragraph, [74.0, 362.0, 133.0, 18.0], 2g26riwGAx, 6516806]
[paragraph, [74.0, 380.0, 133.0, 18.0], 2g26riwGAx, 6516806]
[paragraph, [74.0, 398.0, 133.0, 18.0], 2g26riwGAx, 6516806]
[paragraph, [74.0, 416.0, 133.0, 18.0], 2g26riwGAx, 6516806]
[paragraph, [74.0, 434.0, 133.0, 18.0], 2g26riwGAx, 6516806]
[paragraph, [74.0, 452.0, 133.0, 18.0], 2g26riwGAx, 6516806]
[paragraph, [74.0, 470.0, 133.0, 18.0], 2g26riwGAx, 6516806]
[paragraph, [74.0, 488.0, 133.0, 18.0], 2g26riwGAx, 6516806]
[paragraph, [74.0, 506.0, 133.0, 18.0], 2g26riwGAx, 6516806]
[paragraph, [394.0, 384.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 402.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 420.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 438.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 456.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 474.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 492.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 510.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 528.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 546.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 564.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 582.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 600.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [394.0, 618.0, 133.0, 18.0], ElqAL1p8YS, 6516806]
[paragraph, [224.0, 396.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 414.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 432.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 450.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 468.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 486.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 504.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 522.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 540.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 558.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 576.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 594.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 612.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[paragraph, [224.0, 630.0, 149.0, 18.0], dS-S6PZlUn, 6516806]
[contact-info, [105.0, 558.0, 108.0, 18.0], sVVxdpxFRK, 6516806]
[contact-info, [105.0, 576.0, 108.0, 18.0], sVVxdpxFRK, 6516806]
[contact-info, [105.0, 594.0, 108.0, 18.0], sVVxdpxFRK, 6516806]
[contact-info, [105.0, 612.0, 108.0, 18.0], sVVxdpxFRK, 6516806]
