[2043, 1463]
[section-title, [277.0, 334.0, 428.0, 52.5], shoonya_5sHQN097XLW6XR, 5651505]
[paragraph, [249.0, 435.0, 1113.0, 36.0], shoonya_2sTOIKSB06ZV8Q, 5651505]
[paragraph, [249.0, 471.0, 1113.0, 36.0], shoonya_2sTOIKSB06ZV8Q, 5651505]
[paragraph, [249.0, 507.0, 1113.0, 36.0], shoonya_2sTOIKSB06ZV8Q, 5651505]
[ordered-list, [276.0, 580.0, 1092.0, 36.0], shoonya_6s5OZX6UV46BRT, 5651505]
[ordered-list, [276.0, 616.0, 1092.0, 36.0], shoonya_6s5OZX6UV46BRT, 5651505]
[ordered-list, [276.0, 652.0, 1092.0, 36.0], shoonya_6s5OZX6UV46BRT, 5651505]
[ordered-list, [276.0, 688.0, 1092.0, 36.0], shoonya_6s5OZX6UV46BRT, 5651505]
[ordered-list, [276.0, 724.0, 1092.0, 36.0], shoonya_6s5OZX6UV46BRT, 5651505]
[ordered-list, [276.0, 760.0, 1092.0, 36.0], shoonya_6s5OZX6UV46BRT, 5651505]
[ordered-list, [276.0, 796.0, 1092.0, 36.0], shoonya_6s5OZX6UV46BRT, 5651505]
[paragraph, [262.0, 861.0, 1120.0, 36.0], shoonya_0sXYX99VTHD5F4, 5651505]
[paragraph, [262.0, 897.0, 1120.0, 36.0], shoonya_0sXYX99VTHD5F4, 5651505]
[paragraph, [262.0, 933.0, 1120.0, 36.0], shoonya_0sXYX99VTHD5F4, 5651505]
[paragraph, [262.0, 969.0, 1120.0, 36.0], shoonya_0sXYX99VTHD5F4, 5651505]
[paragraph, [262.0, 1005.0, 1120.0, 36.0], shoonya_0sXYX99VTHD5F4, 5651505]
[paragraph, [262.0, 1041.0, 1120.0, 36.0], shoonya_0sXYX99VTHD5F4, 5651505]
[paragraph, [262.0, 1077.0, 1120.0, 36.0], shoonya_0sXYX99VTHD5F4, 5651505]
[paragraph, [271.0, 1159.0, 1093.0, 36.0], shoonya_1sTY4AXBH1PT8Z, 5651505]
[paragraph, [271.0, 1195.0, 1093.0, 36.0], shoonya_1sTY4AXBH1PT8Z, 5651505]
[paragraph, [271.0, 1231.0, 1093.0, 36.0], shoonya_1sTY4AXBH1PT8Z, 5651505]
[paragraph, [271.0, 1267.0, 1093.0, 36.0], shoonya_1sTY4AXBH1PT8Z, 5651505]
[paragraph, [271.0, 1303.0, 1093.0, 36.0], shoonya_1sTY4AXBH1PT8Z, 5651505]
[paragraph, [271.0, 1339.0, 1093.0, 36.0], shoonya_1sTY4AXBH1PT8Z, 5651505]
[paragraph, [271.0, 1375.0, 1093.0, 36.0], shoonya_1sTY4AXBH1PT8Z, 5651505]
[paragraph, [271.0, 1411.0, 1093.0, 36.0], shoonya_1sTY4AXBH1PT8Z, 5651505]
[paragraph, [271.0, 1447.0, 1093.0, 36.0], shoonya_1sTY4AXBH1PT8Z, 5651505]
[paragraph, [275.0, 1521.0, 1086.0, 36.0], shoonya_3sVZ7C9VOJO8QC, 5651505]
[paragraph, [275.0, 1557.0, 1086.0, 36.0], shoonya_3sVZ7C9VOJO8QC, 5651505]
[paragraph, [275.0, 1593.0, 1086.0, 36.0], shoonya_3sVZ7C9VOJO8QC, 5651505]
[paragraph, [275.0, 1629.0, 1086.0, 36.0], shoonya_3sVZ7C9VOJO8QC, 5651505]
[paragraph, [275.0, 1665.0, 1086.0, 36.0], shoonya_3sVZ7C9VOJO8QC, 5651505]
[paragraph, [275.0, 1701.0, 1086.0, 36.0], shoonya_3sVZ7C9VOJO8QC, 5651505]
[paragraph, [275.0, 1737.0, 1086.0, 36.0], shoonya_3sVZ7C9VOJO8QC, 5651505]
[footnote, [267.0, 1956.0, 717.0, 36.0], Rpg2Ee6rlt, 5651505]
