[1754, 1241]
[ordered-list, [173.0, 102.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 138.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 174.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 210.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 246.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 282.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 318.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 354.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 390.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 426.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 462.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 498.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 534.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 570.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 606.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 642.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 678.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 714.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 750.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 786.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [173.0, 822.0, 964.0, 36.0], GdcY_GC0KX, 5706381]
[ordered-list, [172.0, 1035.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1071.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1107.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1143.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1179.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1215.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1251.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1287.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1323.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1359.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1395.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1431.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1467.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1503.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1539.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1575.0, 718.0, 36.0], QII0SbnLoP, 5706381]
[ordered-list, [172.0, 1611.0, 718.0, 36.0], QII0SbnLoP, 5706381]
