[2339, 1654]
[section-title, [189.0, 251.0, 498.0, 52.5], shoonya_0s6AKQ35UWQZR7, 5687282]
[paragraph, [186.0, 376.0, 1275.0, 36.0], shoonya_1sJGXJ4X9QZ7GZ, 5687282]
[paragraph, [186.0, 412.0, 1275.0, 36.0], shoonya_1sJGXJ4X9QZ7GZ, 5687282]
[paragraph, [186.0, 448.0, 1275.0, 36.0], shoonya_1sJGXJ4X9QZ7GZ, 5687282]
[paragraph, [186.0, 484.0, 1275.0, 36.0], shoonya_1sJGXJ4X9QZ7GZ, 5687282]
[paragraph, [186.0, 520.0, 1275.0, 36.0], shoonya_1sJGXJ4X9QZ7GZ, 5687282]
[paragraph, [186.0, 556.0, 1275.0, 36.0], shoonya_1sJGXJ4X9QZ7GZ, 5687282]
[paragraph, [186.0, 592.0, 1275.0, 36.0], shoonya_1sJGXJ4X9QZ7GZ, 5687282]
[paragraph, [188.0, 668.0, 1277.0, 36.0], shoonya_2s60W57VZWEURW, 5687282]
[paragraph, [188.0, 704.0, 1277.0, 36.0], shoonya_2s60W57VZWEURW, 5687282]
[paragraph, [188.0, 740.0, 1277.0, 36.0], shoonya_2s60W57VZWEURW, 5687282]
[paragraph, [188.0, 776.0, 1277.0, 36.0], shoonya_2s60W57VZWEURW, 5687282]
[paragraph, [188.0, 812.0, 1277.0, 36.0], shoonya_2s60W57VZWEURW, 5687282]
[paragraph, [188.0, 848.0, 1277.0, 36.0], shoonya_2s60W57VZWEURW, 5687282]
[paragraph, [188.0, 884.0, 1277.0, 36.0], shoonya_2s60W57VZWEURW, 5687282]
[paragraph, [188.0, 920.0, 1277.0, 36.0], shoonya_2s60W57VZWEURW, 5687282]
[paragraph, [188.0, 956.0, 1277.0, 36.0], shoonya_2s60W57VZWEURW, 5687282]
[paragraph, [188.0, 992.0, 1277.0, 36.0], shoonya_2s60W57VZWEURW, 5687282]
[paragraph, [188.0, 1028.0, 1277.0, 36.0], shoonya_2s60W57VZWEURW, 5687282]
[paragraph, [188.0, 1064.0, 1277.0, 36.0], shoonya_2s60W57VZWEURW, 5687282]
[paragraph, [186.0, 1175.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1211.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1247.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1283.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1319.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1355.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1391.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1427.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1463.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1499.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1535.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1571.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1607.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1643.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1679.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1715.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1751.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[paragraph, [186.0, 1787.0, 1278.0, 36.0], shoonya_3sMPD7M4P5W8S2, 5687282]
[reference, [184.0, 1918.0, 743.0, 36.0], shoonya_4sGD74TSPR1RGN, 5687282]
[reference, [184.0, 1954.0, 743.0, 36.0], shoonya_4sGD74TSPR1RGN, 5687282]
[reference, [184.0, 1990.0, 743.0, 36.0], shoonya_4sGD74TSPR1RGN, 5687282]
[reference, [184.0, 2026.0, 743.0, 36.0], shoonya_4sGD74TSPR1RGN, 5687282]
