[2339, 1656]
[paragraph, [123.0, 68.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 104.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 140.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 176.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 212.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 248.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 284.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 320.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 356.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 392.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 428.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 464.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 500.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 536.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 572.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 608.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 644.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 680.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 716.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 752.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 788.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 824.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 860.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 896.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 932.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 968.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 1004.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 1040.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 1076.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 1112.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 1148.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 1184.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 1220.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 1256.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
[paragraph, [123.0, 1292.0, 708.0, 36.0], shoonya_2s6TSCESRJQL38, 5749974]
