[1787, 1218]
[chapter-title, [158.0, 236.0, 873.0, 58.5], WrXpL1bmsd, 5650684]
[author, [861.0, 339.0, 228.0, 36.0], nDvzhusClW, 5650684]
[paragraph, [105.0, 438.0, 995.0, 36.0], shoonya_0sN2KYQKYQGURS, 5650684]
[paragraph, [105.0, 474.0, 995.0, 36.0], shoonya_0sN2KYQKYQGURS, 5650684]
[paragraph, [105.0, 510.0, 995.0, 36.0], shoonya_0sN2KYQKYQGURS, 5650684]
[paragraph, [105.0, 546.0, 995.0, 36.0], shoonya_0sN2KYQKYQGURS, 5650684]
[paragraph, [105.0, 582.0, 995.0, 36.0], shoonya_0sN2KYQKYQGURS, 5650684]
[paragraph, [105.0, 618.0, 995.0, 36.0], shoonya_0sN2KYQKYQGURS, 5650684]
[paragraph, [105.0, 654.0, 995.0, 36.0], shoonya_0sN2KYQKYQGURS, 5650684]
[paragraph, [102.0, 765.0, 991.0, 36.0], shoonya_2sT0VCP8FNZ9XA, 5650684]
[paragraph, [102.0, 801.0, 991.0, 36.0], shoonya_2sT0VCP8FNZ9XA, 5650684]
[paragraph, [102.0, 837.0, 991.0, 36.0], shoonya_2sT0VCP8FNZ9XA, 5650684]
[paragraph, [102.0, 873.0, 991.0, 36.0], shoonya_2sT0VCP8FNZ9XA, 5650684]
[paragraph, [102.0, 909.0, 991.0, 36.0], shoonya_2sT0VCP8FNZ9XA, 5650684]
[paragraph, [109.0, 941.0, 990.0, 36.0], shoonya_1sH77IEA2SP580, 5650684]
[paragraph, [109.0, 977.0, 990.0, 36.0], shoonya_1sH77IEA2SP580, 5650684]
[paragraph, [109.0, 1013.0, 990.0, 36.0], shoonya_1sH77IEA2SP580, 5650684]
[paragraph, [109.0, 1049.0, 990.0, 36.0], shoonya_1sH77IEA2SP580, 5650684]
[paragraph, [105.0, 1113.0, 1007.0, 36.0], h5WGkbA26Q, 5650684]
[paragraph, [105.0, 1149.0, 1007.0, 36.0], h5WGkbA26Q, 5650684]
[paragraph, [105.0, 1185.0, 1007.0, 36.0], h5WGkbA26Q, 5650684]
[paragraph, [105.0, 1221.0, 1007.0, 36.0], h5WGkbA26Q, 5650684]
[paragraph, [105.0, 1257.0, 1007.0, 36.0], h5WGkbA26Q, 5650684]
[paragraph, [105.0, 1293.0, 1007.0, 36.0], h5WGkbA26Q, 5650684]
[paragraph, [105.0, 1333.0, 1007.0, 36.0], D413MQ7qu_, 5650684]
[paragraph, [105.0, 1369.0, 1007.0, 36.0], D413MQ7qu_, 5650684]
[paragraph, [105.0, 1405.0, 1007.0, 36.0], D413MQ7qu_, 5650684]
[paragraph, [114.0, 1465.0, 1001.0, 36.0], uEdZtb-S2j, 5650684]
[paragraph, [114.0, 1501.0, 1001.0, 36.0], uEdZtb-S2j, 5650684]
[paragraph, [114.0, 1537.0, 1001.0, 36.0], uEdZtb-S2j, 5650684]
