[1267, 753]
[folio, [344.0, 76.0, 86.0, 18.0], W15_psKupS, 5699690]
[paragraph, [83.0, 125.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 143.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 161.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 179.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 197.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 215.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 233.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 251.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 269.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 287.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 305.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 323.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 341.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 359.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 377.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 395.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 413.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 431.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 449.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [83.0, 467.0, 591.0, 18.0], shoonya_1sR4X83QG4FVID, 5699690]
[paragraph, [79.0, 538.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 556.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 574.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 592.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 610.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 628.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 646.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 664.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 682.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 700.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 718.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 736.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 754.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 772.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 790.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 808.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 826.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 844.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 862.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 880.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 898.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 916.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 934.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 952.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 970.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 988.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 1006.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 1024.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 1042.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 1060.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 1078.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 1096.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 1114.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 1132.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 1150.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
[paragraph, [79.0, 1168.0, 593.0, 18.0], shoonya_0s0WOFW2LCT7J5, 5699690]
