[792, 612]
[section-title, [193.0, 135.0, 181.0, 30.0], MbRFgxFUtX, 6493118]
[paragraph, [79.0, 219.0, 408.0, 18.0], shoonya_0s4RDH7WE5RRHR, 6493118]
[paragraph, [79.0, 237.0, 408.0, 18.0], shoonya_0s4RDH7WE5RRHR, 6493118]
[paragraph, [80.0, 269.0, 414.0, 18.0], KDoqMaHazK, 6493118]
[paragraph, [80.0, 287.0, 414.0, 18.0], KDoqMaHazK, 6493118]
[paragraph, [82.0, 316.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [82.0, 334.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [82.0, 352.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [82.0, 370.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [82.0, 388.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [82.0, 406.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [82.0, 424.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [82.0, 442.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [82.0, 460.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [82.0, 478.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [82.0, 496.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [82.0, 514.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [82.0, 532.0, 402.0, 18.0], kt0oc349sv, 6493118]
[paragraph, [119.0, 561.0, 241.0, 18.0], 3Azvwr0I_g, 6493118]
[paragraph, [77.0, 589.0, 403.0, 18.0], eUTOOn7_Vo, 6493118]
[paragraph, [77.0, 607.0, 403.0, 18.0], eUTOOn7_Vo, 6493118]
[paragraph, [77.0, 637.0, 405.0, 18.0], OoKvf-ZDuB, 6493118]
[paragraph, [77.0, 655.0, 405.0, 18.0], OoKvf-ZDuB, 6493118]
[paragraph, [76.0, 685.0, 406.0, 18.0], ZDS2NVFTh7, 6493118]
[paragraph, [76.0, 703.0, 406.0, 18.0], ZDS2NVFTh7, 6493118]
