[1050, 693]
[folio, [506.0, 80.0, 108.0, 18.0], -y8R2_vAQI, 5701771]
[paragraph, [80.0, 125.0, 530.0, 18.0], shoonya_0sTCN9OJF6PSFZ, 5701771]
[paragraph, [80.0, 143.0, 530.0, 18.0], shoonya_0sTCN9OJF6PSFZ, 5701771]
[paragraph, [80.0, 161.0, 530.0, 18.0], shoonya_0sTCN9OJF6PSFZ, 5701771]
[paragraph, [80.0, 179.0, 530.0, 18.0], shoonya_0sTCN9OJF6PSFZ, 5701771]
[paragraph, [79.0, 213.0, 530.0, 18.0], YS97pjTh2l, 5701771]
[paragraph, [79.0, 231.0, 530.0, 18.0], YS97pjTh2l, 5701771]
[paragraph, [79.0, 249.0, 530.0, 18.0], YS97pjTh2l, 5701771]
[paragraph, [79.0, 267.0, 530.0, 18.0], YS97pjTh2l, 5701771]
[paragraph, [79.0, 285.0, 530.0, 18.0], YS97pjTh2l, 5701771]
[paragraph, [79.0, 304.0, 531.0, 18.0], C4b7p7xCW0, 5701771]
[paragraph, [79.0, 322.0, 531.0, 18.0], C4b7p7xCW0, 5701771]
[paragraph, [79.0, 340.0, 531.0, 18.0], C4b7p7xCW0, 5701771]
[paragraph, [79.0, 358.0, 531.0, 18.0], C4b7p7xCW0, 5701771]
[paragraph, [79.0, 376.0, 531.0, 18.0], C4b7p7xCW0, 5701771]
[paragraph, [79.0, 394.0, 531.0, 18.0], C4b7p7xCW0, 5701771]
[paragraph, [79.0, 412.0, 531.0, 18.0], C4b7p7xCW0, 5701771]
[paragraph, [79.0, 430.0, 531.0, 18.0], C4b7p7xCW0, 5701771]
[paragraph, [77.0, 457.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 475.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 493.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 511.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 529.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 547.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 565.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 583.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 601.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 619.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 637.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 655.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 673.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 691.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 709.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [77.0, 727.0, 538.0, 18.0], suy1ELeQ2b, 5701771]
[paragraph, [134.0, 762.0, 182.0, 18.0], 0UK7tap2CX, 5701771]
[paragraph, [85.0, 794.0, 534.0, 18.0], fsRxzYFDv1, 5701771]
[paragraph, [85.0, 812.0, 534.0, 18.0], fsRxzYFDv1, 5701771]
[paragraph, [85.0, 830.0, 534.0, 18.0], fsRxzYFDv1, 5701771]
[paragraph, [85.0, 848.0, 534.0, 18.0], fsRxzYFDv1, 5701771]
[paragraph, [85.0, 866.0, 534.0, 18.0], fsRxzYFDv1, 5701771]
[paragraph, [85.0, 884.0, 534.0, 18.0], fsRxzYFDv1, 5701771]
[paragraph, [85.0, 902.0, 534.0, 18.0], fsRxzYFDv1, 5701771]
[paragraph, [85.0, 920.0, 534.0, 18.0], fsRxzYFDv1, 5701771]
[paragraph, [85.0, 938.0, 534.0, 18.0], fsRxzYFDv1, 5701771]
[paragraph, [85.0, 956.0, 534.0, 18.0], fsRxzYFDv1, 5701771]
