[1468, 909]
[headline, [337.0, 74.0, 259.0, 25.5], xcC6_EVvG7, 5770031]
[headline, [337.0, 99.5, 259.0, 25.5], xcC6_EVvG7, 5770031]
[paragraph, [80.0, 148.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 166.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 184.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 202.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 220.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 238.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 256.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 274.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 292.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 310.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 328.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 346.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 364.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 382.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 400.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 418.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 436.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 454.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 472.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 490.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 508.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 526.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 544.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 562.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 580.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 598.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 616.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 634.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [80.0, 652.0, 371.0, 18.0], shoonya_0sRVHGM674SB36, 5770031]
[paragraph, [454.0, 148.0, 362.0, 18.0], zhF4JEv1Kk, 5770031]
[paragraph, [454.0, 166.0, 362.0, 18.0], zhF4JEv1Kk, 5770031]
[paragraph, [454.0, 184.0, 362.0, 18.0], zhF4JEv1Kk, 5770031]
[paragraph, [454.0, 202.0, 362.0, 18.0], zhF4JEv1Kk, 5770031]
[paragraph, [454.0, 227.0, 367.0, 18.0], SKdGvLKVRL, 5770031]
[paragraph, [454.0, 245.0, 367.0, 18.0], SKdGvLKVRL, 5770031]
[paragraph, [454.0, 263.0, 367.0, 18.0], SKdGvLKVRL, 5770031]
[paragraph, [454.0, 281.0, 367.0, 18.0], SKdGvLKVRL, 5770031]
[paragraph, [454.0, 299.0, 367.0, 18.0], SKdGvLKVRL, 5770031]
[paragraph, [454.0, 317.0, 367.0, 18.0], SKdGvLKVRL, 5770031]
[paragraph, [454.0, 335.0, 367.0, 18.0], SKdGvLKVRL, 5770031]
[paragraph, [454.0, 353.0, 367.0, 18.0], SKdGvLKVRL, 5770031]
[section-title, [461.0, 374.0, 273.0, 30.0], VcpwMMyy9z, 5770031]
[paragraph, [457.0, 412.0, 365.0, 18.0], cTYLJj19wF, 5770031]
[paragraph, [457.0, 430.0, 365.0, 18.0], cTYLJj19wF, 5770031]
[paragraph, [457.0, 448.0, 365.0, 18.0], cTYLJj19wF, 5770031]
[paragraph, [457.0, 466.0, 365.0, 18.0], cTYLJj19wF, 5770031]
[paragraph, [457.0, 484.0, 365.0, 18.0], cTYLJj19wF, 5770031]
[paragraph, [457.0, 502.0, 365.0, 18.0], cTYLJj19wF, 5770031]
[paragraph, [457.0, 520.0, 365.0, 18.0], cTYLJj19wF, 5770031]
[paragraph, [457.0, 538.0, 365.0, 18.0], cTYLJj19wF, 5770031]
[paragraph, [457.0, 556.0, 365.0, 18.0], cTYLJj19wF, 5770031]
[paragraph, [457.0, 574.0, 365.0, 18.0], cTYLJj19wF, 5770031]
[paragraph, [457.0, 592.0, 365.0, 18.0], cTYLJj19wF, 5770031]
[paragraph, [457.0, 610.0, 365.0, 18.0], cTYLJj19wF, 5770031]
[paragraph, [456.0, 633.0, 369.0, 18.0], P1ZRxz867v, 5770031]
[paragraph, [456.0, 651.0, 369.0, 18.0], P1ZRxz867v, 5770031]
[paragraph, [456.0, 669.0, 369.0, 18.0], P1ZRxz867v, 5770031]
[paragraph, [456.0, 687.0, 369.0, 18.0], P1ZRxz867v, 5770031]
[paragraph, [456.0, 705.0, 369.0, 18.0], P1ZRxz867v, 5770031]
[paragraph, [456.0, 723.0, 369.0, 18.0], P1ZRxz867v, 5770031]
[paragraph, [456.0, 741.0, 369.0, 18.0], P1ZRxz867v, 5770031]
[paragraph, [456.0, 759.0, 369.0, 18.0], P1ZRxz867v, 5770031]
[paragraph, [456.0, 777.0, 369.0, 18.0], P1ZRxz867v, 5770031]
