[975, 571]
[chapter-title, [129.0, 10.0, 306.0, 30.0], shoonya_0s7H1YNYP57SSY, 5776133]
[paragraph, [17.0, 45.0, 523.0, 18.0], _RgTMXxIHb, 5776133]
[paragraph, [17.0, 63.0, 523.0, 18.0], _RgTMXxIHb, 5776133]
[paragraph, [17.0, 81.0, 523.0, 18.0], _RgTMXxIHb, 5776133]
[paragraph, [17.0, 99.0, 523.0, 18.0], _RgTMXxIHb, 5776133]
[paragraph, [17.0, 117.0, 523.0, 18.0], _RgTMXxIHb, 5776133]
[paragraph, [13.0, 121.0, 534.0, 18.0], KxcBGMo9Yx, 5776133]
[paragraph, [13.0, 139.0, 534.0, 18.0], KxcBGMo9Yx, 5776133]
[paragraph, [13.0, 157.0, 534.0, 18.0], KxcBGMo9Yx, 5776133]
[paragraph, [13.0, 175.0, 534.0, 18.0], KxcBGMo9Yx, 5776133]
[paragraph, [13.0, 193.0, 534.0, 18.0], KxcBGMo9Yx, 5776133]
[paragraph, [13.0, 211.0, 534.0, 18.0], KxcBGMo9Yx, 5776133]
[paragraph, [13.0, 229.0, 534.0, 18.0], KxcBGMo9Yx, 5776133]
[paragraph, [13.0, 247.0, 534.0, 18.0], KxcBGMo9Yx, 5776133]
[paragraph, [13.0, 265.0, 534.0, 18.0], KxcBGMo9Yx, 5776133]
[paragraph, [13.0, 283.0, 534.0, 18.0], KxcBGMo9Yx, 5776133]
[paragraph, [11.0, 298.0, 539.0, 18.0], AmMoT7w4YE, 5776133]
[paragraph, [11.0, 316.0, 539.0, 18.0], AmMoT7w4YE, 5776133]
[paragraph, [11.0, 334.0, 539.0, 18.0], AmMoT7w4YE, 5776133]
[paragraph, [11.0, 352.0, 539.0, 18.0], AmMoT7w4YE, 5776133]
[paragraph, [11.0, 370.0, 539.0, 18.0], AmMoT7w4YE, 5776133]
[paragraph, [11.0, 388.0, 539.0, 18.0], AmMoT7w4YE, 5776133]
[paragraph, [11.0, 406.0, 539.0, 18.0], AmMoT7w4YE, 5776133]
[paragraph, [10.0, 418.0, 546.0, 18.0], FBz_t3lFkJ, 5776133]
[paragraph, [10.0, 436.0, 546.0, 18.0], FBz_t3lFkJ, 5776133]
[paragraph, [10.0, 454.0, 546.0, 18.0], FBz_t3lFkJ, 5776133]
[paragraph, [10.0, 472.0, 546.0, 18.0], FBz_t3lFkJ, 5776133]
[paragraph, [10.0, 490.0, 546.0, 18.0], FBz_t3lFkJ, 5776133]
[paragraph, [10.0, 508.0, 546.0, 18.0], FBz_t3lFkJ, 5776133]
[paragraph, [10.0, 526.0, 546.0, 18.0], FBz_t3lFkJ, 5776133]
[paragraph, [10.0, 544.0, 546.0, 18.0], FBz_t3lFkJ, 5776133]
[paragraph, [10.0, 562.0, 546.0, 18.0], FBz_t3lFkJ, 5776133]
[paragraph, [10.0, 583.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 601.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 619.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 637.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 655.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 673.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 691.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 709.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 727.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 745.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 763.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 781.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 799.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 817.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 835.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 853.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
[paragraph, [10.0, 871.0, 559.0, 18.0], 1Ef8p8l4yW, 5776133]
