[1518, 1075]
[paragraph, [90.0, 207.0, 425.0, 36.0], shoonya_1sKRRA50HKM0GS, 5721901]
[paragraph, [90.0, 243.0, 425.0, 36.0], shoonya_1sKRRA50HKM0GS, 5721901]
[paragraph, [90.0, 279.0, 425.0, 36.0], shoonya_1sKRRA50HKM0GS, 5721901]
[paragraph, [90.0, 315.0, 425.0, 36.0], shoonya_1sKRRA50HKM0GS, 5721901]
[paragraph, [90.0, 351.0, 425.0, 36.0], shoonya_1sKRRA50HKM0GS, 5721901]
[paragraph, [90.0, 387.0, 425.0, 36.0], shoonya_1sKRRA50HKM0GS, 5721901]
[paragraph, [90.0, 423.0, 425.0, 36.0], shoonya_1sKRRA50HKM0GS, 5721901]
[paragraph, [90.0, 459.0, 425.0, 36.0], shoonya_1sKRRA50HKM0GS, 5721901]
[paragraph, [90.0, 495.0, 425.0, 36.0], shoonya_1sKRRA50HKM0GS, 5721901]
[paragraph, [90.0, 531.0, 425.0, 36.0], shoonya_1sKRRA50HKM0GS, 5721901]
[paragraph, [90.0, 611.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 647.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 683.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 719.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 755.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 791.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 827.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 863.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 899.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 935.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 971.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 1007.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 1043.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 1079.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 1115.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 1151.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 1187.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 1223.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [90.0, 1259.0, 426.0, 36.0], shoonya_0s7KS9U04K3VXD, 5721901]
[paragraph, [533.0, 758.0, 427.0, 36.0], shoonya_3sGYO40NU4IWVE, 5721901]
[paragraph, [533.0, 794.0, 427.0, 36.0], shoonya_3sGYO40NU4IWVE, 5721901]
[paragraph, [533.0, 830.0, 427.0, 36.0], shoonya_3sGYO40NU4IWVE, 5721901]
[paragraph, [533.0, 866.0, 427.0, 36.0], shoonya_3sGYO40NU4IWVE, 5721901]
[paragraph, [533.0, 902.0, 427.0, 36.0], shoonya_3sGYO40NU4IWVE, 5721901]
[paragraph, [533.0, 938.0, 427.0, 36.0], shoonya_3sGYO40NU4IWVE, 5721901]
[paragraph, [533.0, 974.0, 427.0, 36.0], shoonya_3sGYO40NU4IWVE, 5721901]
[paragraph, [533.0, 1010.0, 427.0, 36.0], shoonya_3sGYO40NU4IWVE, 5721901]
[paragraph, [533.0, 1046.0, 427.0, 36.0], shoonya_3sGYO40NU4IWVE, 5721901]
[paragraph, [534.0, 1113.0, 427.0, 36.0], shoonya_2sW344UKG4GWQC, 5721901]
[paragraph, [534.0, 1149.0, 427.0, 36.0], shoonya_2sW344UKG4GWQC, 5721901]
[paragraph, [534.0, 1185.0, 427.0, 36.0], shoonya_2sW344UKG4GWQC, 5721901]
[paragraph, [534.0, 1221.0, 427.0, 36.0], shoonya_2sW344UKG4GWQC, 5721901]
[paragraph, [534.0, 1257.0, 427.0, 36.0], shoonya_2sW344UKG4GWQC, 5721901]
[folio, [580.0, 1387.0, 295.0, 36.0], tC-EsuQ4JC, 5721901]
