[1257, 865]
[chapter-title, [375.0, 37.0, 205.0, 30.0], shoonya_0sI1M1QVG4SJHV, 5776408]
[paragraph, [161.0, 83.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 101.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 119.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 137.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 155.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 173.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 191.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 209.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 227.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 245.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 263.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 281.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 299.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 317.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 335.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 353.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 371.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 389.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 407.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 425.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 443.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 461.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 479.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 497.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 515.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 533.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 551.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 569.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 587.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 605.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 623.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 641.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 659.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 677.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 695.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 713.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 731.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 749.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 767.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [161.0, 785.0, 646.0, 18.0], jaP4JtyRTn, 5776408]
[paragraph, [168.0, 812.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 830.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 848.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 866.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 884.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 902.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 920.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 938.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 956.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 974.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 992.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 1010.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 1028.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 1046.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
[paragraph, [168.0, 1064.0, 642.0, 18.0], WK9LwE-Z-a, 5776408]
