[2334, 1650]
[paragraph, [272.0, 126.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 162.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 198.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 234.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 270.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 306.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 342.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 378.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 414.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 450.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 486.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 522.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 558.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 594.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 630.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 666.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 702.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 738.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 774.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 810.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [272.0, 846.0, 1279.0, 36.0], shoonya_0sZAGZA91CGG55, 5652905]
[paragraph, [251.0, 896.0, 1320.0, 36.0], KsF3wAlPZW, 5652905]
[paragraph, [251.0, 932.0, 1320.0, 36.0], KsF3wAlPZW, 5652905]
[paragraph, [251.0, 968.0, 1320.0, 36.0], KsF3wAlPZW, 5652905]
[paragraph, [251.0, 1004.0, 1320.0, 36.0], KsF3wAlPZW, 5652905]
[paragraph, [251.0, 1040.0, 1320.0, 36.0], KsF3wAlPZW, 5652905]
[paragraph, [251.0, 1076.0, 1320.0, 36.0], KsF3wAlPZW, 5652905]
[paragraph, [220.0, 1128.0, 1421.0, 36.0], qaozBaIeW1, 5652905]
[paragraph, [220.0, 1164.0, 1421.0, 36.0], qaozBaIeW1, 5652905]
[paragraph, [220.0, 1200.0, 1421.0, 36.0], qaozBaIeW1, 5652905]
[paragraph, [220.0, 1236.0, 1421.0, 36.0], qaozBaIeW1, 5652905]
[paragraph, [220.0, 1272.0, 1421.0, 36.0], qaozBaIeW1, 5652905]
[paragraph, [220.0, 1308.0, 1421.0, 36.0], qaozBaIeW1, 5652905]
[paragraph, [230.0, 1347.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1383.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1419.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1455.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1491.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1527.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1563.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1599.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1635.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1671.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1707.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1743.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1779.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [230.0, 1815.0, 1314.0, 36.0], LNHCNmfwaR, 5652905]
[paragraph, [201.0, 1860.0, 1390.0, 36.0], m8Gh55ybMx, 5652905]
[paragraph, [201.0, 1896.0, 1390.0, 36.0], m8Gh55ybMx, 5652905]
[paragraph, [201.0, 1932.0, 1390.0, 36.0], m8Gh55ybMx, 5652905]
[paragraph, [201.0, 1968.0, 1390.0, 36.0], m8Gh55ybMx, 5652905]
[paragraph, [201.0, 2004.0, 1390.0, 36.0], m8Gh55ybMx, 5652905]
[folio, [387.0, 2076.0, 366.0, 36.0], xYndNOFlba, 5652905]
[folio, [387.0, 2112.0, 366.0, 36.0], xYndNOFlba, 5652905]
