[2339, 1653]
[paragraph, [236.0, 207.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 243.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 279.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 315.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 351.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 387.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 423.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 459.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 495.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 531.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 567.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 603.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 639.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 675.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 711.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 747.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 783.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 819.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 855.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 891.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 927.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 963.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 999.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[paragraph, [236.0, 1035.0, 1177.0, 36.0], shoonya_0sAUH2YFJS9SPS, 5687029]
[section-title, [235.0, 1132.0, 536.0, 52.5], shoonya_1s32DH76XUWCFA, 5687029]
[paragraph, [234.0, 1204.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1240.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1276.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1312.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1348.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1384.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1420.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1456.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1492.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1528.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1564.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1600.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1636.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1672.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1708.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1744.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1780.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [234.0, 1816.0, 1175.0, 36.0], shoonya_2s2WYWH1EQ7RYI, 5687029]
[paragraph, [238.0, 1886.0, 1173.0, 36.0], shoonya_3sUJLXF3HFDWJT, 5687029]
[paragraph, [238.0, 1922.0, 1173.0, 36.0], shoonya_3sUJLXF3HFDWJT, 5687029]
[paragraph, [238.0, 1958.0, 1173.0, 36.0], shoonya_3sUJLXF3HFDWJT, 5687029]
[paragraph, [238.0, 1994.0, 1173.0, 36.0], shoonya_3sUJLXF3HFDWJT, 5687029]
[paragraph, [238.0, 2030.0, 1173.0, 36.0], shoonya_3sUJLXF3HFDWJT, 5687029]
[paragraph, [238.0, 2066.0, 1173.0, 36.0], shoonya_3sUJLXF3HFDWJT, 5687029]
