[3509, 2480]
[paragraph, [344.0, 387.0, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 439.5, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 492.0, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 544.5, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 597.0, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 649.5, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 702.0, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 754.5, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 807.0, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 859.5, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 912.0, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 964.5, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 1017.0, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 1069.5, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 1122.0, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[paragraph, [344.0, 1174.5, 1834.0, 52.5], shoonya_0sJMOHEJMKBRPK, 5724482]
[section-title, [362.0, 1310.0, 639.0, 93.0], shoonya_1s4RVJE1TO1ACX, 5724482]
[paragraph, [359.0, 1447.0, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 1499.5, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 1552.0, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 1604.5, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 1657.0, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 1709.5, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 1762.0, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 1814.5, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 1867.0, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 1919.5, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 1972.0, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 2024.5, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 2077.0, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [359.0, 2129.5, 1794.0, 52.5], HLLt_yYDQj, 5724482]
[paragraph, [305.0, 2265.0, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2317.5, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2370.0, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2422.5, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2475.0, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2527.5, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2580.0, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2632.5, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2685.0, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2737.5, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2790.0, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2842.5, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2895.0, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 2947.5, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 3000.0, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
[paragraph, [305.0, 3052.5, 1895.0, 52.5], shoonya_3sQHEODZIAIQOX, 5724482]
