[2444, 1790]
[headline, [728.0, 138.0, 442.0, 67.5], 3T65agtm4E, 5693704]
[headline, [728.0, 205.5, 442.0, 67.5], 3T65agtm4E, 5693704]
[headline, [728.0, 273.0, 442.0, 67.5], 3T65agtm4E, 5693704]
[headline, [728.0, 340.5, 442.0, 67.5], 3T65agtm4E, 5693704]
[headline, [728.0, 408.0, 442.0, 67.5], 3T65agtm4E, 5693704]
[section-title, [154.0, 148.0, 260.0, 52.5], shoonya_0s3C27A5GLU3CJ, 5693704]
[paragraph, [1217.0, 154.0, 507.0, 36.0], net0VBQybp, 5693704]
[paragraph, [1217.0, 190.0, 507.0, 36.0], net0VBQybp, 5693704]
[paragraph, [1217.0, 226.0, 507.0, 36.0], net0VBQybp, 5693704]
[paragraph, [1217.0, 262.0, 507.0, 36.0], net0VBQybp, 5693704]
[paragraph, [1217.0, 298.0, 507.0, 36.0], net0VBQybp, 5693704]
[paragraph, [1217.0, 334.0, 507.0, 36.0], net0VBQybp, 5693704]
[paragraph, [1217.0, 370.0, 507.0, 36.0], net0VBQybp, 5693704]
[paragraph, [1217.0, 406.0, 507.0, 36.0], net0VBQybp, 5693704]
[paragraph, [157.0, 204.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 240.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 276.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 312.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 348.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 384.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 420.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 456.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 492.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 528.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 564.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 600.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 636.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 672.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 708.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 744.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 780.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 816.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 852.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 888.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 924.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 960.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 996.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [157.0, 1032.0, 499.0, 36.0], shoonya_1s7E74QMZ246XH, 5693704]
[paragraph, [1217.0, 540.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
[paragraph, [1217.0, 576.0, 505.0, 36.0], DRLqZ5jskn, 5693704]
