[1320, 1176]
[headline, [99.0, 182.0, 298.0, 25.5], shoonya_6sD5100TUBABB8, 5694654]
[headline, [99.0, 207.5, 298.0, 25.5], shoonya_6sD5100TUBABB8, 5694654]
[author, [696.0, 218.0, 317.0, 18.0], LNseoxADrT, 5694654]
[paragraph, [413.0, 258.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 276.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 294.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 312.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 330.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 348.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 366.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 384.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 402.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 420.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 438.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 456.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 474.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 492.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 510.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [413.0, 528.0, 332.0, 18.0], shoonya_5s6GA0TLOTZVQ1, 5694654]
[paragraph, [73.0, 262.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 280.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 298.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 316.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 334.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 352.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 370.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 388.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 406.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 424.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 442.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 460.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 478.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 496.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [73.0, 514.0, 325.0, 18.0], shoonya_1sDW8G5LQ18MCW, 5694654]
[paragraph, [753.0, 263.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 281.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 299.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 317.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 335.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 353.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 371.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 389.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 407.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 425.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 443.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 461.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 479.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 497.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 515.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 533.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 551.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 569.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 587.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 605.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [753.0, 623.0, 329.0, 18.0], NUhKNkMJd8, 5694654]
[paragraph, [73.0, 554.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 572.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 590.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 608.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 626.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 644.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 662.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 680.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 698.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 716.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 734.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 752.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 770.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 788.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 806.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 824.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 842.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [73.0, 860.0, 326.0, 18.0], shoonya_0sN0IYYMBVVD5V, 5694654]
[paragraph, [416.0, 564.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 582.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 600.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 618.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 636.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 654.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 672.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 690.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 708.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 726.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 744.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 762.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 780.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 798.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 816.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [416.0, 834.0, 322.0, 18.0], shoonya_4sP50QITW8G6A2, 5694654]
[paragraph, [746.0, 658.0, 342.0, 18.0], dprwA8bPQh, 5694654]
[paragraph, [746.0, 676.0, 342.0, 18.0], dprwA8bPQh, 5694654]
[paragraph, [746.0, 694.0, 342.0, 18.0], dprwA8bPQh, 5694654]
[paragraph, [746.0, 712.0, 342.0, 18.0], dprwA8bPQh, 5694654]
[paragraph, [746.0, 730.0, 342.0, 18.0], dprwA8bPQh, 5694654]
[paragraph, [746.0, 748.0, 342.0, 18.0], dprwA8bPQh, 5694654]
[paragraph, [749.0, 776.0, 332.0, 18.0], QB4fHjIxuV, 5694654]
[paragraph, [749.0, 794.0, 332.0, 18.0], QB4fHjIxuV, 5694654]
[paragraph, [749.0, 812.0, 332.0, 18.0], QB4fHjIxuV, 5694654]
[paragraph, [749.0, 830.0, 332.0, 18.0], QB4fHjIxuV, 5694654]
[paragraph, [72.0, 902.0, 327.0, 18.0], shoonya_2sRXXMM5YUJM1Z, 5694654]
[paragraph, [72.0, 920.0, 327.0, 18.0], shoonya_2sRXXMM5YUJM1Z, 5694654]
[paragraph, [72.0, 938.0, 327.0, 18.0], shoonya_2sRXXMM5YUJM1Z, 5694654]
[paragraph, [72.0, 956.0, 327.0, 18.0], shoonya_2sRXXMM5YUJM1Z, 5694654]
[paragraph, [72.0, 974.0, 327.0, 18.0], shoonya_2sRXXMM5YUJM1Z, 5694654]
[paragraph, [72.0, 992.0, 327.0, 18.0], shoonya_2sRXXMM5YUJM1Z, 5694654]
[paragraph, [72.0, 1010.0, 327.0, 18.0], shoonya_2sRXXMM5YUJM1Z, 5694654]
[paragraph, [72.0, 1028.0, 327.0, 18.0], shoonya_2sRXXMM5YUJM1Z, 5694654]
[paragraph, [72.0, 1046.0, 327.0, 18.0], shoonya_2sRXXMM5YUJM1Z, 5694654]
[paragraph, [72.0, 1064.0, 327.0, 18.0], shoonya_2sRXXMM5YUJM1Z, 5694654]
[paragraph, [72.0, 1082.0, 327.0, 18.0], shoonya_2sRXXMM5YUJM1Z, 5694654]
[paragraph, [72.0, 1100.0, 327.0, 18.0], shoonya_2sRXXMM5YUJM1Z, 5694654]
[paragraph, [73.0, 1137.0, 326.0, 18.0], shoonya_3sMKEUEAEMQ7KP, 5694654]
[paragraph, [73.0, 1155.0, 326.0, 18.0], shoonya_3sMKEUEAEMQ7KP, 5694654]
[paragraph, [73.0, 1173.0, 326.0, 18.0], shoonya_3sMKEUEAEMQ7KP, 5694654]
[paragraph, [73.0, 1191.0, 326.0, 18.0], shoonya_3sMKEUEAEMQ7KP, 5694654]
[paragraph, [73.0, 1209.0, 326.0, 18.0], shoonya_3sMKEUEAEMQ7KP, 5694654]
[paragraph, [73.0, 1227.0, 326.0, 18.0], shoonya_3sMKEUEAEMQ7KP, 5694654]
