[1030, 675]
[chapter-title, [245.0, 59.0, 175.0, 30.0], shoonya_0sOENF2STIEN3G, 5775724]
[paragraph, [60.0, 110.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 128.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 146.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 164.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 182.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 200.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 218.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 236.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 254.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 272.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 290.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 308.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 326.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 344.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 362.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 380.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 398.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 416.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 434.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 452.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 470.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 488.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 506.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 524.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 542.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 560.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 578.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 596.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 614.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 632.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 650.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 668.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 686.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 704.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 722.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 740.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 758.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 776.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 794.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 812.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 830.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 848.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 866.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 884.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 902.0, 546.0, 18.0], PZkQxbytHL, 5775724]
[paragraph, [60.0, 920.0, 546.0, 18.0], PZkQxbytHL, 5775724]
