[1951, 1219]
[folio, [213.0, 135.0, 187.0, 36.0], 4mlhleACoq, 5682104]
[paragraph, [131.0, 234.0, 946.0, 36.0], RPNmjAi6qu, 5682104]
[paragraph, [131.0, 270.0, 946.0, 36.0], RPNmjAi6qu, 5682104]
[paragraph, [131.0, 306.0, 946.0, 36.0], RPNmjAi6qu, 5682104]
[paragraph, [131.0, 342.0, 946.0, 36.0], RPNmjAi6qu, 5682104]
[paragraph, [134.0, 414.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 450.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 486.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 522.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 558.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 594.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 630.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 666.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 702.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 738.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 774.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 810.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 846.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 882.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [134.0, 918.0, 947.0, 36.0], p4mciPZ1NB, 5682104]
[paragraph, [135.0, 977.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [135.0, 1013.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [135.0, 1049.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [135.0, 1085.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [135.0, 1121.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [135.0, 1157.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [135.0, 1193.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [135.0, 1229.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [135.0, 1265.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [135.0, 1301.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [135.0, 1337.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [135.0, 1373.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [135.0, 1409.0, 937.0, 36.0], JV4s4uOSbd, 5682104]
[paragraph, [138.0, 1489.0, 931.0, 36.0], MNGSdXtJRI, 5682104]
[paragraph, [138.0, 1525.0, 931.0, 36.0], MNGSdXtJRI, 5682104]
[paragraph, [138.0, 1561.0, 931.0, 36.0], MNGSdXtJRI, 5682104]
[paragraph, [138.0, 1597.0, 931.0, 36.0], MNGSdXtJRI, 5682104]
[paragraph, [138.0, 1633.0, 931.0, 36.0], MNGSdXtJRI, 5682104]
[paragraph, [141.0, 1713.0, 927.0, 36.0], 0_RIhNeAJu, 5682104]
[paragraph, [141.0, 1749.0, 927.0, 36.0], 0_RIhNeAJu, 5682104]
[paragraph, [141.0, 1785.0, 927.0, 36.0], 0_RIhNeAJu, 5682104]
