[2520, 1740]
[flag, [609.0, 0.0, 1129.0, 46.5], shoonya_14s1VMLDCM5MWS, 5694030]
[flag, [609.0, 46.5, 1129.0, 46.5], shoonya_14s1VMLDCM5MWS, 5694030]
[flag, [609.0, 93.0, 1129.0, 46.5], shoonya_14s1VMLDCM5MWS, 5694030]
[flag, [609.0, 139.5, 1129.0, 46.5], shoonya_14s1VMLDCM5MWS, 5694030]
[paragraph, [1128.0, 415.0, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 461.5, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 508.0, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 554.5, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 601.0, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 647.5, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 694.0, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 740.5, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 787.0, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 833.5, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 880.0, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 926.5, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 973.0, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 1019.5, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 1066.0, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 1112.5, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [1128.0, 1159.0, 583.0, 46.5], shoonya_6s306ZTUFB5DOV, 5694030]
[paragraph, [745.0, 1382.0, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1428.5, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1475.0, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1521.5, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1568.0, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1614.5, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1661.0, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1707.5, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1754.0, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1800.5, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1847.0, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1893.5, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1940.0, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 1986.5, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 2033.0, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 2079.5, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 2126.0, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 2172.5, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 2219.0, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 2265.5, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [745.0, 2312.0, 317.0, 46.5], shoonya_7sWQ0XK89F9C7T, 5694030]
[paragraph, [101.0, 1756.0, 560.0, 46.5], shoonya_1sIB7IV9XQ3DPD, 5694030]
[paragraph, [101.0, 1802.5, 560.0, 46.5], shoonya_1sIB7IV9XQ3DPD, 5694030]
[paragraph, [101.0, 1849.0, 560.0, 46.5], shoonya_1sIB7IV9XQ3DPD, 5694030]
[paragraph, [101.0, 1895.5, 560.0, 46.5], shoonya_1sIB7IV9XQ3DPD, 5694030]
[paragraph, [101.0, 1942.0, 560.0, 46.5], shoonya_1sIB7IV9XQ3DPD, 5694030]
[paragraph, [101.0, 1988.5, 560.0, 46.5], shoonya_1sIB7IV9XQ3DPD, 5694030]
[paragraph, [101.0, 2035.0, 560.0, 46.5], shoonya_1sIB7IV9XQ3DPD, 5694030]
[paragraph, [101.0, 2081.5, 560.0, 46.5], shoonya_1sIB7IV9XQ3DPD, 5694030]
[paragraph, [101.0, 2128.0, 560.0, 46.5], shoonya_1sIB7IV9XQ3DPD, 5694030]
[paragraph, [101.0, 2174.5, 560.0, 46.5], shoonya_1sIB7IV9XQ3DPD, 5694030]
[paragraph, [101.0, 2221.0, 560.0, 46.5], shoonya_1sIB7IV9XQ3DPD, 5694030]
[paragraph, [101.0, 2267.5, 560.0, 46.5], shoonya_1sIB7IV9XQ3DPD, 5694030]
[paragraph, [1128.0, 1861.0, 561.0, 46.5], shoonya_16s56L2HTHJZ24, 5694030]
[paragraph, [1128.0, 1907.5, 561.0, 46.5], shoonya_16s56L2HTHJZ24, 5694030]
[paragraph, [1128.0, 1954.0, 561.0, 46.5], shoonya_16s56L2HTHJZ24, 5694030]
[paragraph, [1128.0, 2000.5, 561.0, 46.5], shoonya_16s56L2HTHJZ24, 5694030]
[paragraph, [1128.0, 2047.0, 561.0, 46.5], shoonya_16s56L2HTHJZ24, 5694030]
[paragraph, [1128.0, 2093.5, 561.0, 46.5], shoonya_16s56L2HTHJZ24, 5694030]
[paragraph, [1128.0, 2140.0, 561.0, 46.5], shoonya_16s56L2HTHJZ24, 5694030]
[paragraph, [1128.0, 2186.5, 561.0, 46.5], shoonya_16s56L2HTHJZ24, 5694030]
[paragraph, [1128.0, 2233.0, 561.0, 46.5], shoonya_16s56L2HTHJZ24, 5694030]
[paragraph, [1128.0, 2279.5, 561.0, 46.5], shoonya_16s56L2HTHJZ24, 5694030]
[folio, [82.0, 2365.0, 374.0, 46.5], shoonya_13s3LZGMVNWAT2, 5694030]
