[1372, 849]
[section-title, [362.0, 68.0, 144.0, 30.0], shoonya_3s2ZV7MHPDNP32, 5709718]
[paragraph, [60.0, 132.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 150.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 168.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 186.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 204.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 222.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 240.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 258.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 276.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 294.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 312.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 330.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 348.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 366.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 384.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 402.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 420.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 438.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 456.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 474.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 492.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 510.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 528.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 546.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 564.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 582.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 600.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 618.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 636.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 654.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 672.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 690.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 708.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 726.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [60.0, 744.0, 725.0, 18.0], shoonya_1sKI1916IGI0TZ, 5709718]
[paragraph, [67.0, 781.0, 716.0, 18.0], shoonya_0sBH9LFNS06SPT, 5709718]
[paragraph, [67.0, 799.0, 716.0, 18.0], shoonya_0sBH9LFNS06SPT, 5709718]
[paragraph, [67.0, 817.0, 716.0, 18.0], shoonya_0sBH9LFNS06SPT, 5709718]
[paragraph, [67.0, 835.0, 716.0, 18.0], shoonya_0sBH9LFNS06SPT, 5709718]
[paragraph, [67.0, 853.0, 716.0, 18.0], shoonya_0sBH9LFNS06SPT, 5709718]
[paragraph, [67.0, 871.0, 716.0, 18.0], shoonya_0sBH9LFNS06SPT, 5709718]
[paragraph, [67.0, 889.0, 716.0, 18.0], shoonya_0sBH9LFNS06SPT, 5709718]
[paragraph, [67.0, 907.0, 716.0, 18.0], shoonya_0sBH9LFNS06SPT, 5709718]
[paragraph, [67.0, 925.0, 716.0, 18.0], shoonya_0sBH9LFNS06SPT, 5709718]
[paragraph, [67.0, 943.0, 716.0, 18.0], shoonya_0sBH9LFNS06SPT, 5709718]
[paragraph, [67.0, 961.0, 716.0, 18.0], shoonya_0sBH9LFNS06SPT, 5709718]
[paragraph, [70.0, 988.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [70.0, 1006.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
[paragraph, [70.0, 1024.0, 710.0, 18.0], shoonya_4sVY270KO66LK8, 5709718]
