[872, 605]
[folio, [43.0, 26.0, 77.0, 18.0], QX4_f5xEwN, 6457121]
[paragraph, [305.0, 66.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 84.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 102.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 120.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 138.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 156.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 174.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 192.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 210.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 228.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 246.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 264.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 282.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 300.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 318.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 336.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 354.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 372.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 390.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 408.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 426.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 444.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 462.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 480.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 498.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 516.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 534.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 552.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 570.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 588.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 606.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 624.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [305.0, 642.0, 260.0, 18.0], JwV_siIabJ, 6457121]
[paragraph, [40.0, 68.0, 259.0, 18.0], K7md54zYAl, 6457121]
[paragraph, [40.0, 86.0, 259.0, 18.0], K7md54zYAl, 6457121]
[paragraph, [40.0, 104.0, 259.0, 18.0], K7md54zYAl, 6457121]
[paragraph, [40.0, 122.0, 259.0, 18.0], K7md54zYAl, 6457121]
[paragraph, [38.0, 141.0, 264.0, 18.0], 1yUDEzodpM, 6457121]
[paragraph, [39.0, 179.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 197.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 215.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 233.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 251.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 269.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 287.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 305.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 323.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 341.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 359.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 377.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 395.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 413.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 431.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 449.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 467.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 485.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 503.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 521.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 539.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 557.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 575.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[paragraph, [39.0, 593.0, 266.0, 18.0], MTU6cMZJFW, 6457121]
[reference, [38.0, 617.0, 261.0, 18.0], qzMN9rvhgs, 6457121]
[reference, [38.0, 635.0, 261.0, 18.0], qzMN9rvhgs, 6457121]
[reference, [38.0, 653.0, 261.0, 18.0], qzMN9rvhgs, 6457121]
[reference, [38.0, 671.0, 261.0, 18.0], qzMN9rvhgs, 6457121]
[reference, [38.0, 689.0, 261.0, 18.0], qzMN9rvhgs, 6457121]
[reference, [38.0, 707.0, 261.0, 18.0], qzMN9rvhgs, 6457121]
[reference, [38.0, 725.0, 261.0, 18.0], qzMN9rvhgs, 6457121]
[reference, [38.0, 743.0, 261.0, 18.0], qzMN9rvhgs, 6457121]
[reference, [38.0, 761.0, 261.0, 18.0], qzMN9rvhgs, 6457121]
[reference, [38.0, 779.0, 261.0, 18.0], qzMN9rvhgs, 6457121]
[reference, [38.0, 797.0, 261.0, 18.0], qzMN9rvhgs, 6457121]
[reference, [304.0, 683.0, 259.0, 18.0], 8uK6SJoND_, 6457121]
[reference, [304.0, 701.0, 259.0, 18.0], 8uK6SJoND_, 6457121]
[reference, [304.0, 719.0, 259.0, 18.0], 8uK6SJoND_, 6457121]
[reference, [304.0, 737.0, 259.0, 18.0], 8uK6SJoND_, 6457121]
[reference, [304.0, 755.0, 259.0, 18.0], 8uK6SJoND_, 6457121]
[reference, [304.0, 773.0, 259.0, 18.0], 8uK6SJoND_, 6457121]
[reference, [304.0, 791.0, 259.0, 18.0], 8uK6SJoND_, 6457121]
[reference, [304.0, 809.0, 259.0, 18.0], 8uK6SJoND_, 6457121]
