[1806, 1178]
[sub-section-title, [522.0, 162.0, 194.0, 36.0], shoonya_0s8WDE5VJWMHCP, 5751395]
[paragraph, [264.0, 218.0, 769.0, 36.0], q4hZ2_cmuw, 5751395]
[paragraph, [264.0, 254.0, 769.0, 36.0], q4hZ2_cmuw, 5751395]
[paragraph, [264.0, 290.0, 769.0, 36.0], q4hZ2_cmuw, 5751395]
[paragraph, [264.0, 326.0, 769.0, 36.0], q4hZ2_cmuw, 5751395]
[paragraph, [264.0, 362.0, 769.0, 36.0], q4hZ2_cmuw, 5751395]
[ordered-list, [162.0, 491.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 527.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 563.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 599.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 635.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 671.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 707.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 743.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 779.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 815.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 851.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 887.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 923.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 959.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 995.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1031.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1067.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1103.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1139.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1175.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1211.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1247.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1283.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1319.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1355.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1391.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1427.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1463.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1499.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[ordered-list, [162.0, 1535.0, 937.0, 36.0], shoonya_1sNHUYS32SRW57, 5751395]
[sub-ordered-list, [369.0, 538.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 574.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 610.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 646.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 682.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 718.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 754.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 790.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 826.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 862.0, 714.0, 36.0], FpBbO4jefa, 5751395]
[sub-ordered-list, [369.0, 898.0, 714.0, 36.0], FpBbO4jefa, 5751395]
