[2339, 1653]
[section-title, [716.0, 234.0, 220.0, 52.5], shoonya_4sNBTL2YR37IWW, 5686825]
[sub-section-title, [293.0, 312.0, 1059.0, 55.5], 4WzOyLlL5B, 5686825]
[paragraph, [242.0, 594.0, 1160.0, 36.0], shoonya_2s8A65ZJBOIAUN, 5686825]
[paragraph, [242.0, 630.0, 1160.0, 36.0], shoonya_2s8A65ZJBOIAUN, 5686825]
[paragraph, [242.0, 666.0, 1160.0, 36.0], shoonya_2s8A65ZJBOIAUN, 5686825]
[paragraph, [242.0, 702.0, 1160.0, 36.0], shoonya_2s8A65ZJBOIAUN, 5686825]
[paragraph, [242.0, 738.0, 1160.0, 36.0], shoonya_2s8A65ZJBOIAUN, 5686825]
[paragraph, [242.0, 774.0, 1160.0, 36.0], shoonya_2s8A65ZJBOIAUN, 5686825]
[paragraph, [242.0, 810.0, 1160.0, 36.0], shoonya_2s8A65ZJBOIAUN, 5686825]
[paragraph, [248.0, 872.0, 1156.0, 36.0], shoonya_0sYJKVA6NPTJB3, 5686825]
[paragraph, [248.0, 908.0, 1156.0, 36.0], shoonya_0sYJKVA6NPTJB3, 5686825]
[paragraph, [248.0, 944.0, 1156.0, 36.0], shoonya_0sYJKVA6NPTJB3, 5686825]
[paragraph, [248.0, 980.0, 1156.0, 36.0], shoonya_0sYJKVA6NPTJB3, 5686825]
[paragraph, [248.0, 1016.0, 1156.0, 36.0], shoonya_0sYJKVA6NPTJB3, 5686825]
[paragraph, [248.0, 1052.0, 1156.0, 36.0], shoonya_0sYJKVA6NPTJB3, 5686825]
[paragraph, [248.0, 1088.0, 1156.0, 36.0], shoonya_0sYJKVA6NPTJB3, 5686825]
[paragraph, [248.0, 1124.0, 1156.0, 36.0], shoonya_0sYJKVA6NPTJB3, 5686825]
[paragraph, [248.0, 1160.0, 1156.0, 36.0], shoonya_0sYJKVA6NPTJB3, 5686825]
[paragraph, [248.0, 1196.0, 1156.0, 36.0], shoonya_0sYJKVA6NPTJB3, 5686825]
[paragraph, [248.0, 1232.0, 1156.0, 36.0], shoonya_0sYJKVA6NPTJB3, 5686825]
[paragraph, [245.0, 1497.0, 1156.0, 36.0], shoonya_5s85LRJMOP8SLG, 5686825]
[paragraph, [245.0, 1533.0, 1156.0, 36.0], shoonya_5s85LRJMOP8SLG, 5686825]
[paragraph, [245.0, 1569.0, 1156.0, 36.0], shoonya_5s85LRJMOP8SLG, 5686825]
[paragraph, [245.0, 1605.0, 1156.0, 36.0], shoonya_5s85LRJMOP8SLG, 5686825]
[paragraph, [245.0, 1641.0, 1156.0, 36.0], shoonya_5s85LRJMOP8SLG, 5686825]
[paragraph, [245.0, 1677.0, 1156.0, 36.0], shoonya_5s85LRJMOP8SLG, 5686825]
[paragraph, [245.0, 1713.0, 1156.0, 36.0], shoonya_5s85LRJMOP8SLG, 5686825]
[paragraph, [245.0, 1749.0, 1156.0, 36.0], shoonya_5s85LRJMOP8SLG, 5686825]
[paragraph, [245.0, 1785.0, 1156.0, 36.0], shoonya_5s85LRJMOP8SLG, 5686825]
[paragraph, [246.0, 1843.0, 1163.0, 36.0], shoonya_3s3091HWPEPGWW, 5686825]
[paragraph, [246.0, 1879.0, 1163.0, 36.0], shoonya_3s3091HWPEPGWW, 5686825]
[paragraph, [246.0, 1915.0, 1163.0, 36.0], shoonya_3s3091HWPEPGWW, 5686825]
[reference, [242.0, 2065.0, 744.0, 36.0], shoonya_1sI4DOD5GZPS2W, 5686825]
