[3300, 2550]
[paragraph, [360.0, 270.0, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 322.5, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 375.0, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 427.5, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 480.0, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 532.5, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 585.0, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 637.5, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 690.0, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 742.5, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 795.0, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 847.5, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 900.0, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 952.5, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 1005.0, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 1057.5, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 1110.0, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 1162.5, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 1215.0, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 1267.5, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 1320.0, 1931.0, 52.5], w76MGqvCXw, 5720625]
[paragraph, [360.0, 1372.5, 1931.0, 52.5], w76MGqvCXw, 5720625]
[ordered-list, [360.0, 1474.0, 1909.0, 52.5], TI1-YY2HUE, 5720625]
[ordered-list, [360.0, 1526.5, 1909.0, 52.5], TI1-YY2HUE, 5720625]
[ordered-list, [360.0, 1579.0, 1909.0, 52.5], TI1-YY2HUE, 5720625]
[ordered-list, [360.0, 1631.5, 1909.0, 52.5], TI1-YY2HUE, 5720625]
[ordered-list, [360.0, 1684.0, 1909.0, 52.5], TI1-YY2HUE, 5720625]
[ordered-list, [360.0, 1736.5, 1909.0, 52.5], TI1-YY2HUE, 5720625]
[ordered-list, [360.0, 1789.0, 1909.0, 52.5], TI1-YY2HUE, 5720625]
[ordered-list, [360.0, 1841.5, 1909.0, 52.5], TI1-YY2HUE, 5720625]
[ordered-list, [360.0, 1894.0, 1909.0, 52.5], TI1-YY2HUE, 5720625]
[ordered-list, [360.0, 1946.5, 1909.0, 52.5], TI1-YY2HUE, 5720625]
[ordered-list, [360.0, 1999.0, 1909.0, 52.5], TI1-YY2HUE, 5720625]
[paragraph, [272.0, 2101.0, 2013.0, 52.5], shoonya_1sF7YAF1TKBSC4, 5720625]
[paragraph, [272.0, 2153.5, 2013.0, 52.5], shoonya_1sF7YAF1TKBSC4, 5720625]
[paragraph, [272.0, 2206.0, 2013.0, 52.5], shoonya_1sF7YAF1TKBSC4, 5720625]
[paragraph, [286.0, 2292.0, 2008.0, 52.5], EA7-8nFeai, 5720625]
[paragraph, [286.0, 2344.5, 2008.0, 52.5], EA7-8nFeai, 5720625]
[paragraph, [286.0, 2397.0, 2008.0, 52.5], EA7-8nFeai, 5720625]
[paragraph, [286.0, 2449.5, 2008.0, 52.5], EA7-8nFeai, 5720625]
[paragraph, [286.0, 2502.0, 2008.0, 52.5], EA7-8nFeai, 5720625]
[paragraph, [286.0, 2554.5, 2008.0, 52.5], EA7-8nFeai, 5720625]
[paragraph, [286.0, 2607.0, 2008.0, 52.5], EA7-8nFeai, 5720625]
[paragraph, [286.0, 2659.5, 2008.0, 52.5], EA7-8nFeai, 5720625]
[paragraph, [286.0, 2712.0, 2008.0, 52.5], EA7-8nFeai, 5720625]
[paragraph, [286.0, 2764.5, 2008.0, 52.5], EA7-8nFeai, 5720625]
[paragraph, [270.0, 2840.0, 736.0, 52.5], rcVFrrFYE1, 5720625]
[paragraph, [270.0, 2892.5, 736.0, 52.5], rcVFrrFYE1, 5720625]
