[3968, 2806]
[paragraph, [1452.0, 174.0, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [1452.0, 226.5, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [1452.0, 279.0, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [1452.0, 331.5, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [1452.0, 384.0, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [1452.0, 436.5, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [1452.0, 489.0, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [1452.0, 541.5, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [1452.0, 594.0, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [1452.0, 646.5, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [1452.0, 699.0, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [1452.0, 751.5, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [1452.0, 804.0, 1167.0, 52.5], shoonya_5s4QKZZ960RKCQ, 5683435]
[paragraph, [177.0, 233.0, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 285.5, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 338.0, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 390.5, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 443.0, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 495.5, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 548.0, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 600.5, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 653.0, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 705.5, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 758.0, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 810.5, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 863.0, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 915.5, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 968.0, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [177.0, 1020.5, 1225.0, 52.5], shoonya_3sI21NLBXUQ2GX, 5683435]
[paragraph, [1454.0, 970.0, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1022.5, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1075.0, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1127.5, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1180.0, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1232.5, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1285.0, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1337.5, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1390.0, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1442.5, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1495.0, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1547.5, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1600.0, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1652.5, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1705.0, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1757.5, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1810.0, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1862.5, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1915.0, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 1967.5, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [1454.0, 2020.0, 1160.0, 52.5], shoonya_2sOBLBOJ7TJPH3, 5683435]
[paragraph, [187.0, 1213.0, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1265.5, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1318.0, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1370.5, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
[paragraph, [187.0, 1423.0, 1215.0, 52.5], shoonya_1sIGYWRQ9A00GF, 5683435]
