[872, 605]
[folio, [265.0, 36.0, 87.0, 18.0], shoonya_0s2WJWQDL8MJB2, 6457264]
[folio, [41.0, 37.0, 77.0, 18.0], shoonya_3sEAHE3SP13HMU, 6457264]
[paragraph, [32.0, 77.0, 267.0, 18.0], G_ifL4835p, 6457264]
[paragraph, [32.0, 95.0, 267.0, 18.0], G_ifL4835p, 6457264]
[paragraph, [32.0, 113.0, 267.0, 18.0], G_ifL4835p, 6457264]
[paragraph, [32.0, 131.0, 267.0, 18.0], G_ifL4835p, 6457264]
[paragraph, [305.0, 78.0, 258.0, 18.0], C-y-_kPK3f, 6457264]
[paragraph, [305.0, 96.0, 258.0, 18.0], C-y-_kPK3f, 6457264]
[paragraph, [305.0, 114.0, 258.0, 18.0], C-y-_kPK3f, 6457264]
[paragraph, [305.0, 132.0, 258.0, 18.0], C-y-_kPK3f, 6457264]
[paragraph, [305.0, 150.0, 258.0, 18.0], C-y-_kPK3f, 6457264]
[paragraph, [35.0, 167.0, 254.0, 18.0], xAGzA6qi9D, 6457264]
[paragraph, [304.0, 183.0, 260.0, 18.0], KDldVdCNpI, 6457264]
[paragraph, [304.0, 201.0, 260.0, 18.0], KDldVdCNpI, 6457264]
[paragraph, [304.0, 219.0, 260.0, 18.0], KDldVdCNpI, 6457264]
[paragraph, [304.0, 237.0, 260.0, 18.0], KDldVdCNpI, 6457264]
[paragraph, [304.0, 255.0, 260.0, 18.0], KDldVdCNpI, 6457264]
[paragraph, [304.0, 273.0, 260.0, 18.0], KDldVdCNpI, 6457264]
[paragraph, [304.0, 291.0, 260.0, 18.0], KDldVdCNpI, 6457264]
[paragraph, [304.0, 309.0, 260.0, 18.0], KDldVdCNpI, 6457264]
[paragraph, [304.0, 327.0, 260.0, 18.0], KDldVdCNpI, 6457264]
[paragraph, [304.0, 345.0, 260.0, 18.0], KDldVdCNpI, 6457264]
[paragraph, [304.0, 363.0, 260.0, 18.0], KDldVdCNpI, 6457264]
[paragraph, [34.0, 200.0, 251.0, 18.0], FIDN33eKim, 6457264]
[paragraph, [35.0, 235.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 253.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 271.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 289.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 307.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 325.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 343.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 361.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 379.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 397.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 415.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 433.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 451.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 469.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 487.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 505.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 523.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 541.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 559.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 577.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 595.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 613.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 631.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 649.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 667.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 685.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 703.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [35.0, 721.0, 266.0, 18.0], YW3WP0oKKa, 6457264]
[paragraph, [306.0, 389.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 407.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 425.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 443.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 461.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 479.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 497.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 515.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 533.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 551.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 569.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 587.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 605.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 623.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 641.0, 258.0, 18.0], mVbeoce7TA, 6457264]
[paragraph, [306.0, 667.0, 258.0, 18.0], 9y3U-H2Sbu, 6457264]
[paragraph, [306.0, 685.0, 258.0, 18.0], 9y3U-H2Sbu, 6457264]
[paragraph, [307.0, 706.0, 231.0, 18.0], sp7wxiKO-9, 6457264]
[reference, [306.0, 733.0, 257.0, 18.0], fBADenwaNN, 6457264]
[reference, [306.0, 751.0, 257.0, 18.0], fBADenwaNN, 6457264]
[reference, [306.0, 769.0, 257.0, 18.0], fBADenwaNN, 6457264]
[reference, [306.0, 787.0, 257.0, 18.0], fBADenwaNN, 6457264]
[reference, [306.0, 805.0, 257.0, 18.0], fBADenwaNN, 6457264]
[reference, [40.0, 756.0, 261.0, 18.0], -GDLHf03Ms, 6457264]
[reference, [40.0, 774.0, 261.0, 18.0], -GDLHf03Ms, 6457264]
[reference, [40.0, 792.0, 261.0, 18.0], -GDLHf03Ms, 6457264]
[reference, [40.0, 810.0, 261.0, 18.0], -GDLHf03Ms, 6457264]
