[1755, 1241]
[chapter-title, [519.0, 120.0, 200.0, 58.5], shoonya_7sPJD2USB4Y0BB, 5709400]
[ordered-list, [133.0, 254.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 290.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 326.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 362.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 398.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 434.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 470.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 506.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 542.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 578.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 614.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 650.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 686.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 722.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 758.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 794.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 830.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 866.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 902.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 938.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[ordered-list, [133.0, 974.0, 974.0, 36.0], shoonya_0sYOEMM8AH8HCV, 5709400]
[sub-ordered-list, [200.0, 376.0, 902.0, 36.0], cg6HBVzSa8, 5709400]
[sub-ordered-list, [200.0, 412.0, 902.0, 36.0], cg6HBVzSa8, 5709400]
[sub-ordered-list, [200.0, 448.0, 902.0, 36.0], cg6HBVzSa8, 5709400]
[sub-ordered-list, [200.0, 484.0, 902.0, 36.0], cg6HBVzSa8, 5709400]
[sub-ordered-list, [200.0, 520.0, 902.0, 36.0], cg6HBVzSa8, 5709400]
[sub-ordered-list, [200.0, 556.0, 902.0, 36.0], cg6HBVzSa8, 5709400]
[sub-ordered-list, [200.0, 592.0, 902.0, 36.0], cg6HBVzSa8, 5709400]
[sub-ordered-list, [200.0, 628.0, 902.0, 36.0], cg6HBVzSa8, 5709400]
[sub-ordered-list, [200.0, 664.0, 902.0, 36.0], cg6HBVzSa8, 5709400]
[ordered-list, [142.0, 1083.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1119.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1155.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1191.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1227.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1263.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1299.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1335.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1371.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1407.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1443.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1479.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1515.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[ordered-list, [142.0, 1551.0, 965.0, 36.0], shoonya_1sKV8F4Q27SH79, 5709400]
[sub-ordered-list, [212.0, 1448.0, 884.0, 36.0], 0Whc_EDzid, 5709400]
[sub-ordered-list, [212.0, 1484.0, 884.0, 36.0], 0Whc_EDzid, 5709400]
[sub-ordered-list, [212.0, 1520.0, 884.0, 36.0], 0Whc_EDzid, 5709400]
[sub-ordered-list, [212.0, 1556.0, 884.0, 36.0], 0Whc_EDzid, 5709400]
