[3509, 2480]
[paragraph, [350.0, 376.0, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 428.5, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 481.0, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 533.5, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 586.0, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 638.5, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 691.0, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 743.5, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 796.0, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 848.5, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 901.0, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 953.5, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 1006.0, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 1058.5, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 1111.0, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 1163.5, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 1216.0, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 1268.5, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 1321.0, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [350.0, 1373.5, 1779.0, 52.5], shoonya_0sRC260MVLEX72, 5723909]
[paragraph, [365.0, 1528.0, 1757.0, 52.5], p67WF7hTGX, 5723909]
[paragraph, [365.0, 1580.5, 1757.0, 52.5], p67WF7hTGX, 5723909]
[paragraph, [365.0, 1633.0, 1757.0, 52.5], p67WF7hTGX, 5723909]
[paragraph, [365.0, 1685.5, 1757.0, 52.5], p67WF7hTGX, 5723909]
[paragraph, [365.0, 1738.0, 1757.0, 52.5], p67WF7hTGX, 5723909]
[paragraph, [365.0, 1790.5, 1757.0, 52.5], p67WF7hTGX, 5723909]
[paragraph, [365.0, 1843.0, 1757.0, 52.5], p67WF7hTGX, 5723909]
[paragraph, [365.0, 1895.5, 1757.0, 52.5], p67WF7hTGX, 5723909]
[paragraph, [365.0, 1948.0, 1757.0, 52.5], p67WF7hTGX, 5723909]
[paragraph, [357.0, 2104.0, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2156.5, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2209.0, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2261.5, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2314.0, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2366.5, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2419.0, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2471.5, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2524.0, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2576.5, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2629.0, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2681.5, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2734.0, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2786.5, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2839.0, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2891.5, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2944.0, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
[paragraph, [357.0, 2996.5, 1772.0, 52.5], shoonya_2sM1JBK1VN4GY7, 5723909]
