[1755, 1240]
[placeholder-text, [682.0, 169.0, 445.0, 18.0], shoonya_2sUVYV1KQTL4BE, 5773237]
[placeholder-text, [682.0, 187.0, 445.0, 18.0], shoonya_2sUVYV1KQTL4BE, 5773237]
[placeholder-text, [682.0, 205.0, 445.0, 18.0], shoonya_2sUVYV1KQTL4BE, 5773237]
[placeholder-text, [96.0, 213.0, 511.0, 18.0], shoonya_15sVQXZMPWYI1M, 5773237]
[placeholder-text, [96.0, 231.0, 511.0, 18.0], shoonya_15sVQXZMPWYI1M, 5773237]
[placeholder-text, [684.0, 233.0, 438.0, 18.0], shoonya_0s9ID8E06OAOYN, 5773237]
[placeholder-text, [684.0, 251.0, 438.0, 18.0], shoonya_0s9ID8E06OAOYN, 5773237]
[placeholder-text, [684.0, 269.0, 438.0, 18.0], shoonya_0s9ID8E06OAOYN, 5773237]
[placeholder-text, [145.0, 247.0, 467.0, 18.0], shoonya_17sEP2AVIYAQ5F, 5773237]
[placeholder-text, [93.0, 279.0, 511.0, 18.0], shoonya_8sL2BB2UMR8J44, 5773237]
[placeholder-text, [93.0, 297.0, 511.0, 18.0], shoonya_8sL2BB2UMR8J44, 5773237]
[placeholder-text, [682.0, 299.0, 436.0, 18.0], shoonya_1sPODFJ5XTX3GF, 5773237]
[placeholder-text, [682.0, 317.0, 436.0, 18.0], shoonya_1sPODFJ5XTX3GF, 5773237]
[placeholder-text, [682.0, 335.0, 436.0, 18.0], shoonya_1sPODFJ5XTX3GF, 5773237]
[placeholder-text, [128.0, 316.0, 473.0, 18.0], A_APhaUsr5, 5773237]
[placeholder-text, [128.0, 334.0, 473.0, 18.0], A_APhaUsr5, 5773237]
[placeholder-text, [671.0, 362.0, 235.0, 18.0], shoonya_3s9G3VOG4PNPCH, 5773237]
[placeholder-text, [671.0, 380.0, 235.0, 18.0], shoonya_3s9G3VOG4PNPCH, 5773237]
[folio, [539.0, 414.0, 151.0, 36.0], shoonya_9s301P5QWNXHWI, 5773237]
[folio, [539.0, 450.0, 151.0, 36.0], shoonya_9s301P5QWNXHWI, 5773237]
[sidebar, [107.0, 423.0, 180.0, 36.0], lsQnPQLVY8, 5773237]
[sidebar, [878.0, 433.0, 242.0, 36.0], shoonya_18sGHBV0QCTWZS, 5773237]
[sidebar, [113.0, 500.0, 362.0, 36.0], J04HfeaeBq, 5773237]
[sidebar, [711.0, 500.0, 400.0, 36.0], shoonya_7s2JE0SOZEX1FX, 5773237]
[ordered-list, [109.0, 567.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 603.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 639.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 675.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 711.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 747.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 783.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 819.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 855.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 891.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 927.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 963.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 999.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1035.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1071.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1107.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1143.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1179.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1215.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1251.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1287.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1323.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1359.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1395.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1431.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1467.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [109.0, 1503.0, 503.0, 36.0], shoonya_5sSV6QAAPS0DC6, 5773237]
[ordered-list, [616.0, 570.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 606.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 642.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 678.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 714.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 750.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 786.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 822.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 858.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 894.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 930.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 966.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1002.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1038.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1074.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1110.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1146.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1182.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1218.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1254.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1290.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1326.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
[ordered-list, [616.0, 1362.0, 503.0, 36.0], shoonya_16s6ZD25ZC7FZ7, 5773237]
