[1806, 1262]
[folio, [145.0, 100.0, 506.0, 36.0], jJTwBzBL5M, 5681560]
[paragraph, [656.0, 169.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [656.0, 205.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [656.0, 241.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [656.0, 277.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [656.0, 313.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [656.0, 349.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [656.0, 385.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [656.0, 421.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [656.0, 457.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [656.0, 493.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [656.0, 529.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [656.0, 565.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [656.0, 601.0, 507.0, 36.0], shoonya_3s4977JO2RU012, 5681560]
[paragraph, [100.0, 173.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 209.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 245.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 281.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 317.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 353.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 389.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 425.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 461.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 497.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 533.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 569.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 605.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [100.0, 641.0, 499.0, 36.0], shoonya_1s9051SUO5S9KD, 5681560]
[paragraph, [655.0, 688.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 724.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 760.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 796.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 832.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 868.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 904.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 940.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 976.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1012.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1048.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1084.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1120.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1156.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1192.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1228.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1264.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1300.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1336.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1372.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1408.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1444.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1480.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1516.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1552.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1588.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1624.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [655.0, 1660.0, 514.0, 36.0], shoonya_2sX90G4FQY8GDQ, 5681560]
[paragraph, [101.0, 698.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 734.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 770.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 806.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 842.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 878.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 914.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 950.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 986.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1022.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1058.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1094.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1130.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1166.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1202.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1238.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1274.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1310.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1346.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1382.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1418.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1454.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1490.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1526.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1562.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1598.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1634.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
[paragraph, [101.0, 1670.0, 506.0, 36.0], shoonya_0sICI633ANLVBY, 5681560]
