[1255, 905]
[chapter-title, [224.0, 59.0, 321.0, 30.0], shoonya_9sHVQR1VHOULIX, 5776158]
[paragraph, [77.0, 99.0, 622.0, 18.0], shoonya_6s2W0AK560PFI4, 5776158]
[paragraph, [77.0, 117.0, 622.0, 18.0], shoonya_6s2W0AK560PFI4, 5776158]
[paragraph, [77.0, 135.0, 622.0, 18.0], shoonya_6s2W0AK560PFI4, 5776158]
[paragraph, [77.0, 153.0, 622.0, 18.0], shoonya_6s2W0AK560PFI4, 5776158]
[paragraph, [78.0, 178.0, 621.0, 18.0], shoonya_2sU8CPEMMHUKJF, 5776158]
[paragraph, [78.0, 196.0, 621.0, 18.0], shoonya_2sU8CPEMMHUKJF, 5776158]
[paragraph, [78.0, 214.0, 621.0, 18.0], shoonya_2sU8CPEMMHUKJF, 5776158]
[paragraph, [78.0, 232.0, 621.0, 18.0], shoonya_2sU8CPEMMHUKJF, 5776158]
[paragraph, [78.0, 250.0, 621.0, 18.0], shoonya_2sU8CPEMMHUKJF, 5776158]
[paragraph, [78.0, 268.0, 621.0, 18.0], shoonya_2sU8CPEMMHUKJF, 5776158]
[paragraph, [78.0, 286.0, 621.0, 18.0], shoonya_2sU8CPEMMHUKJF, 5776158]
[paragraph, [78.0, 304.0, 621.0, 18.0], shoonya_2sU8CPEMMHUKJF, 5776158]
[paragraph, [78.0, 322.0, 621.0, 18.0], shoonya_2sU8CPEMMHUKJF, 5776158]
[paragraph, [81.0, 352.0, 621.0, 18.0], shoonya_5sR7I3OC00NXLK, 5776158]
[paragraph, [81.0, 370.0, 621.0, 18.0], shoonya_5sR7I3OC00NXLK, 5776158]
[paragraph, [81.0, 388.0, 621.0, 18.0], shoonya_5sR7I3OC00NXLK, 5776158]
[paragraph, [81.0, 406.0, 621.0, 18.0], shoonya_5sR7I3OC00NXLK, 5776158]
[paragraph, [81.0, 428.0, 622.0, 18.0], shoonya_1s0SZQHCM5BT3G, 5776158]
[paragraph, [81.0, 446.0, 622.0, 18.0], shoonya_1s0SZQHCM5BT3G, 5776158]
[paragraph, [81.0, 464.0, 622.0, 18.0], shoonya_1s0SZQHCM5BT3G, 5776158]
[paragraph, [81.0, 482.0, 622.0, 18.0], shoonya_1s0SZQHCM5BT3G, 5776158]
[paragraph, [81.0, 500.0, 622.0, 18.0], shoonya_1s0SZQHCM5BT3G, 5776158]
[paragraph, [81.0, 518.0, 622.0, 18.0], shoonya_1s0SZQHCM5BT3G, 5776158]
[paragraph, [81.0, 536.0, 622.0, 18.0], shoonya_1s0SZQHCM5BT3G, 5776158]
[paragraph, [81.0, 554.0, 622.0, 18.0], shoonya_1s0SZQHCM5BT3G, 5776158]
[paragraph, [81.0, 572.0, 622.0, 18.0], shoonya_1s0SZQHCM5BT3G, 5776158]
[paragraph, [81.0, 590.0, 622.0, 18.0], shoonya_1s0SZQHCM5BT3G, 5776158]
[paragraph, [105.0, 608.0, 282.0, 18.0], shoonya_8sI4UL7EEO0JDG, 5776158]
[paragraph, [106.0, 635.0, 191.0, 18.0], shoonya_7s79J31QQQ1E71, 5776158]
[paragraph, [85.0, 656.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [85.0, 674.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [85.0, 692.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [85.0, 710.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [85.0, 728.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [85.0, 746.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [85.0, 764.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [85.0, 782.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [85.0, 800.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [85.0, 818.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [85.0, 836.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [85.0, 854.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [85.0, 872.0, 620.0, 18.0], shoonya_0sZPH6A6LQRYZC, 5776158]
[paragraph, [89.0, 891.0, 617.0, 18.0], shoonya_3s2GUXRBSEVA02, 5776158]
[paragraph, [89.0, 909.0, 617.0, 18.0], shoonya_3s2GUXRBSEVA02, 5776158]
[paragraph, [89.0, 927.0, 617.0, 18.0], shoonya_3s2GUXRBSEVA02, 5776158]
[paragraph, [89.0, 945.0, 617.0, 18.0], shoonya_3s2GUXRBSEVA02, 5776158]
[paragraph, [89.0, 963.0, 617.0, 18.0], shoonya_3s2GUXRBSEVA02, 5776158]
[paragraph, [89.0, 981.0, 617.0, 18.0], shoonya_3s2GUXRBSEVA02, 5776158]
[paragraph, [89.0, 999.0, 617.0, 18.0], shoonya_3s2GUXRBSEVA02, 5776158]
[paragraph, [90.0, 1023.0, 621.0, 18.0], shoonya_4sSSQL1Q14VD6N, 5776158]
[paragraph, [90.0, 1041.0, 621.0, 18.0], shoonya_4sSSQL1Q14VD6N, 5776158]
[paragraph, [90.0, 1059.0, 621.0, 18.0], shoonya_4sSSQL1Q14VD6N, 5776158]
[paragraph, [90.0, 1077.0, 621.0, 18.0], shoonya_4sSSQL1Q14VD6N, 5776158]
