[1164, 755]
[chapter-title, [182.0, 312.0, 391.0, 30.0], shoonya_4sOX9QKOUY1LU2, 5691620]
[chapter-title, [182.0, 342.0, 391.0, 30.0], shoonya_4sOX9QKOUY1LU2, 5691620]
[paragraph, [64.0, 410.0, 626.0, 18.0], BCtIU-Mo86, 5691620]
[paragraph, [64.0, 428.0, 626.0, 18.0], BCtIU-Mo86, 5691620]
[paragraph, [64.0, 446.0, 626.0, 18.0], BCtIU-Mo86, 5691620]
[paragraph, [64.0, 464.0, 626.0, 18.0], BCtIU-Mo86, 5691620]
[paragraph, [63.0, 488.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 506.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 524.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 542.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 560.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 578.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 596.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 614.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 632.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 650.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 668.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 686.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 704.0, 629.0, 18.0], shoonya_0sI3U11CN4VKIZ, 5691620]
[paragraph, [63.0, 735.0, 630.0, 18.0], shoonya_1sNWGP6B8A23SE, 5691620]
[paragraph, [63.0, 753.0, 630.0, 18.0], shoonya_1sNWGP6B8A23SE, 5691620]
[paragraph, [63.0, 771.0, 630.0, 18.0], shoonya_1sNWGP6B8A23SE, 5691620]
[paragraph, [63.0, 789.0, 630.0, 18.0], shoonya_1sNWGP6B8A23SE, 5691620]
[paragraph, [63.0, 807.0, 630.0, 18.0], shoonya_1sNWGP6B8A23SE, 5691620]
[paragraph, [63.0, 825.0, 630.0, 18.0], shoonya_1sNWGP6B8A23SE, 5691620]
