[789, 571]
[section-title, [214.0, 201.0, 100.0, 30.0], shoonya_0s460IBS898NCH, 5702457]
[paragraph, [75.0, 255.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 273.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 291.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 309.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 327.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 345.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 363.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 381.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 399.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 417.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 435.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 453.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 471.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 489.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
[paragraph, [75.0, 507.0, 383.0, 18.0], 8HMWKaK96E, 5702457]
