[1359, 917]
[paragraph, [75.0, 89.0, 399.0, 18.0], shoonya_2sJGKB6O3BDGJD, 5660693]
[paragraph, [75.0, 107.0, 399.0, 18.0], shoonya_2sJGKB6O3BDGJD, 5660693]
[paragraph, [75.0, 125.0, 399.0, 18.0], shoonya_2sJGKB6O3BDGJD, 5660693]
[paragraph, [75.0, 143.0, 399.0, 18.0], shoonya_2sJGKB6O3BDGJD, 5660693]
[paragraph, [75.0, 161.0, 399.0, 18.0], shoonya_2sJGKB6O3BDGJD, 5660693]
[paragraph, [75.0, 179.0, 399.0, 18.0], shoonya_2sJGKB6O3BDGJD, 5660693]
[paragraph, [75.0, 197.0, 399.0, 18.0], shoonya_2sJGKB6O3BDGJD, 5660693]
[paragraph, [75.0, 215.0, 399.0, 18.0], shoonya_2sJGKB6O3BDGJD, 5660693]
[paragraph, [75.0, 249.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 267.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 285.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 303.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 321.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 339.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 357.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 375.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 393.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 411.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 429.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 447.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 465.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 483.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 501.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 519.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [75.0, 537.0, 402.0, 18.0], shoonya_3sD340WPD57LWE, 5660693]
[paragraph, [82.0, 565.0, 664.0, 18.0], cOjk3vt-LR, 5660693]
[paragraph, [82.0, 583.0, 664.0, 18.0], cOjk3vt-LR, 5660693]
[paragraph, [77.0, 607.0, 770.0, 18.0], shoonya_7sE46XDXYRUYXY, 5660693]
[paragraph, [77.0, 625.0, 770.0, 18.0], shoonya_7sE46XDXYRUYXY, 5660693]
[paragraph, [77.0, 643.0, 770.0, 18.0], shoonya_7sE46XDXYRUYXY, 5660693]
[paragraph, [77.0, 661.0, 770.0, 18.0], shoonya_7sE46XDXYRUYXY, 5660693]
[paragraph, [77.0, 679.0, 770.0, 18.0], shoonya_7sE46XDXYRUYXY, 5660693]
[paragraph, [77.0, 697.0, 770.0, 18.0], shoonya_7sE46XDXYRUYXY, 5660693]
[paragraph, [122.0, 731.0, 716.0, 18.0], yGlnYx4EKA, 5660693]
[paragraph, [68.0, 770.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 788.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 806.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 824.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 842.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 860.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 878.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 896.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 914.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 932.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 950.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 968.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 986.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 1004.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 1022.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 1040.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [68.0, 1058.0, 410.0, 18.0], shoonya_5sIQEZQ91J2JM6, 5660693]
[paragraph, [63.0, 1089.0, 408.0, 18.0], shoonya_6sSC8JPH0LJJL0, 5660693]
[paragraph, [63.0, 1107.0, 408.0, 18.0], shoonya_6sSC8JPH0LJJL0, 5660693]
[paragraph, [63.0, 1125.0, 408.0, 18.0], shoonya_6sSC8JPH0LJJL0, 5660693]
[paragraph, [63.0, 1143.0, 408.0, 18.0], shoonya_6sSC8JPH0LJJL0, 5660693]
[paragraph, [63.0, 1161.0, 408.0, 18.0], shoonya_6sSC8JPH0LJJL0, 5660693]
[paragraph, [63.0, 1179.0, 408.0, 18.0], shoonya_6sSC8JPH0LJJL0, 5660693]
