[1823, 1375]
[folio, [568.0, 109.0, 233.0, 36.0], tckA3qHlyq, 5684374]
[paragraph, [106.0, 171.0, 546.0, 36.0], 08qMV8Ca9p, 5684374]
[paragraph, [106.0, 207.0, 546.0, 36.0], 08qMV8Ca9p, 5684374]
[paragraph, [106.0, 243.0, 546.0, 36.0], 08qMV8Ca9p, 5684374]
[paragraph, [106.0, 279.0, 546.0, 36.0], 08qMV8Ca9p, 5684374]
[paragraph, [106.0, 315.0, 546.0, 36.0], 08qMV8Ca9p, 5684374]
[paragraph, [106.0, 351.0, 546.0, 36.0], 08qMV8Ca9p, 5684374]
[paragraph, [106.0, 387.0, 546.0, 36.0], 08qMV8Ca9p, 5684374]
[paragraph, [106.0, 423.0, 546.0, 36.0], 08qMV8Ca9p, 5684374]
[paragraph, [106.0, 459.0, 546.0, 36.0], 08qMV8Ca9p, 5684374]
[paragraph, [106.0, 495.0, 546.0, 36.0], 08qMV8Ca9p, 5684374]
[paragraph, [694.0, 171.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 207.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 243.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 279.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 315.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 351.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 387.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 423.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 459.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 495.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 531.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 567.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 603.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [694.0, 639.0, 570.0, 36.0], 40EdlBGSGU, 5684374]
[paragraph, [104.0, 548.0, 572.0, 36.0], TKNIZMVLID, 5684374]
[paragraph, [104.0, 584.0, 572.0, 36.0], TKNIZMVLID, 5684374]
[paragraph, [104.0, 620.0, 572.0, 36.0], TKNIZMVLID, 5684374]
[paragraph, [104.0, 656.0, 572.0, 36.0], TKNIZMVLID, 5684374]
[paragraph, [104.0, 692.0, 572.0, 36.0], TKNIZMVLID, 5684374]
[paragraph, [104.0, 728.0, 572.0, 36.0], TKNIZMVLID, 5684374]
[paragraph, [104.0, 764.0, 572.0, 36.0], TKNIZMVLID, 5684374]
[paragraph, [104.0, 800.0, 572.0, 36.0], TKNIZMVLID, 5684374]
[author, [869.0, 717.0, 396.0, 36.0], 0PktTd_3fd, 5684374]
[author, [869.0, 753.0, 396.0, 36.0], 0PktTd_3fd, 5684374]
[section-title, [561.0, 888.0, 255.0, 49.5], 7DBB6_n94B, 5684374]
[paragraph, [704.0, 958.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 994.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1030.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1066.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1102.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1138.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1174.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1210.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1246.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1282.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1318.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1354.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1390.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1426.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1462.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1498.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1534.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1570.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1606.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1642.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [704.0, 1678.0, 574.0, 36.0], GXppOplPp8, 5684374]
[paragraph, [110.0, 960.0, 570.0, 36.0], mmXH7VJ42D, 5684374]
[paragraph, [110.0, 996.0, 570.0, 36.0], mmXH7VJ42D, 5684374]
[paragraph, [110.0, 1032.0, 570.0, 36.0], mmXH7VJ42D, 5684374]
[paragraph, [110.0, 1068.0, 570.0, 36.0], mmXH7VJ42D, 5684374]
[paragraph, [110.0, 1104.0, 570.0, 36.0], mmXH7VJ42D, 5684374]
[paragraph, [110.0, 1140.0, 570.0, 36.0], mmXH7VJ42D, 5684374]
[paragraph, [111.0, 1216.0, 575.0, 36.0], m4VaW6eBJF, 5684374]
[paragraph, [111.0, 1252.0, 575.0, 36.0], m4VaW6eBJF, 5684374]
[paragraph, [111.0, 1288.0, 575.0, 36.0], m4VaW6eBJF, 5684374]
[paragraph, [111.0, 1324.0, 575.0, 36.0], m4VaW6eBJF, 5684374]
[paragraph, [111.0, 1360.0, 575.0, 36.0], m4VaW6eBJF, 5684374]
